Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-1.2	0.3472	0.3472	-1.5	0.1799
-1.0	0.3472	0.3472	-1.3	0.1542
-0.8	0.3472	0.3472	-1.0	0.1275
-0.7	0.3472	0.3472	-0.8	0.1000
-0.5	0.3472	0.3472	-0.6	0.0718
-0.3	0.3472	0.3472	-0.3	0.0433
-0.1	0.3472	0.3472	-0.1	0.0145
0.1	0.3472	0.3472	0.1	-0.0145
0.3	0.3472	0.3472	0.3	-0.0433
0.5	0.3472	0.3472	0.6	-0.0718
0.7	0.3472	0.3472	0.8	-0.1000
0.8	0.3472	0.3472	1.0	-0.1275
1.0	0.3472	0.3472	1.3	-0.1542
1.2	0.3472	0.3472	1.5	-0.1799
1.4	0.3472	0.3472	1.7	-0.2045
1.6	0.3472	0.3472	2.0	-0.2277
1.8	0.3472	0.3472	2.2	-0.2493
2.0	0.3472	0.3472	2.4	-0.2693
2.2	0.3472	0.3472	2.7	-0.2872
2.4	0.3472	0.3472	2.9	-0.3031
2.5	0.3472	0.3472	3.1	-0.3168
2.7	0.3472	0.3472	3.4	-0.3280
2.9	0.3472	0.3472	3.6	-0.3368
3.1	0.3472	0.3472	3.8	-0.3429
3.3	0.3472	0.3472	4.1	-0.3464
3.5	0.3472	0.3472	4.3	-0.3471
3.7	0.3472	0.3472	4.5	-0.3452
3.9	0.3472	0.3472	4.8	-0.3406
4.1	0.3472	0.3472	5.0	-0.3333
4.2	0.3472	0.3472	5.2	-0.3235
4.4	0.3472	0.3472	5.5	-0.3112
4.6	0.3472	0.3472	5.7	-0.2966
4.8	0.3472	0.3472	5.9	-0.2798
5.0	0.3472	0.3472	6.2	-0.2611
5.2	0.3472	0.3472	6.4	-0.2404
5.4	0.3472	0.3472	6.6	-0.2182
5.6	0.3472	0.3472	6.9	-0.1944
5.8	0.3472	0.3472	7.1	-0.1694
5.9	0.3472	0.3472	7.3	-0.1434
6.1	0.3472	0.3472	7.6	-0.1164
6.3	0.3472	0.3472	7.8	-0.0887
6.5	0.3472	0.3472	8.0	-0.0605
6.7	0.3472	0.3472	8.3	-0.0320
6.9	0.3472	0.3472	8.5	-0.0033
7.1	0.3472	0.3472	8.7	0.0254
7.3	0.3472	0.3472	9.0	0.0540
7.5	0.3472	0.3472	9.2	0.0822
7.6	0.3472	0.3472	9.4	0.1099
7.8	0.3472	0.3472	9.7	0.1369
8.0	0.3472	0.3472	9.9	0.1630
8.2	0.3472	0.3472	10.1	0.1880
8.4	0.3472	0.3472	10.4	0.2118
8.6	0.3472	0.3472	10.6	0.2341
8.8	0.3472	0.3472	10.8	0.2548
9.0	0.3472	0.3472	11.1	0.2736
9.2	0.3472	0.3472	11.3	0.2905
9.3	0.3472	0.3472	11.5	0.3052
9.5	0.3472	0.3472	11.8	0.3176
9.7	0.3472	0.3472	12.0	0.3275
9.9	0.3472	0.3472	12.2	0.3349
10.1	0.3472	0.3472	12.4	0.3396
10.3	0.3472	0.3472	12.7	0.3417
10.5	0.3472	0.3472	12.9	0.3410
10.7	0.3472	0.3472	13.1	0.3377
10.8	0.3472	0.3472	13.4	0.3316
11.0	0.3472	0.3472	13.6	0.3230
11.2	0.3472	0.3472	13.8	0.3119
11.4	0.3472	0.3472	14.1	0.2984
11.6	0.3471	0.3471	14.3	0.2826
11.8	0.3471	0.3471	14.5	0.2647
12.0	0.3471	0.3471	14.8	0.2448
12.2	0.3471	0.3471	15.0	0.2233
12.4	0.3471	0.3471	15.2	0.2001
12.5	0.3471	0.3471	15.5	0.1756
12.7	0.3471	0.3471	15.7	0.1499
12.9	0.3471	0.3471	15.9	0.1232
13.1	0.3471	0.3471	16.2	0.0956
13.3	0.3471	0.3471	16.4	0.0675
13.5	0.3471	0.3471	16.6	0.0389
13.7	0.3471	0.3471	16.9	0.0100
13.9	0.3471	0.3471	17.1	-0.0190
14.1	0.3471	0.3471	17.3	-0.0479
14.2	0.3470	0.3470	17.6	-0.0765
14.4	0.3470	0.3470	17.8	-0.1048
14.6	0.3470	0.3470	18.0	-0.1324
14.8	0.3470	0.3470	18.3	-0.1593
15.0	0.3470	0.3470	18.5	-0.1852
Gap = 12
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.2370	0.2370	-18.5	0.1297
-14.8	0.2370	0.2370	-18.3	0.1119
-14.6	0.2370	0.2370	-18.0	0.0934
-14.4	0.2370	0.2370	-17.8	0.0743
-14.2	0.2370	0.2370	-17.6	0.0548
-14.1	0.2370	0.2370	-17.3	0.0349
-13.9	0.2371	0.2371	-17.1	0.0148
-13.7	0.2371	0.2371	-16.9	-0.0053
-13.5	0.2371	0.2371	-16.6	-0.0253
-13.3	0.2371	0.2371	-16.4	-0.0452
-13.1	0.2371	0.2371	-16.2	-0.0647
-12.9	0.2371	0.2371	-15.9	-0.0837
-12.7	0.2371	0.2371	-15.7	-0.1021
-12.5	0.2371	0.2371	-15.5	-0.1197
-12.4	0.2371	0.2371	-15.2	-0.1365
-12.2	0.2371	0.2371	-15.0	-0.1522
-12.0	0.2371	0.2371	-14.8	-0.1669
-11.8	0.2371	0.2371	-14.5	-0.1803
-11.6	0.2371	0.2371	-14.3	-0.1923
-11.4	0.2371	0.2371	-14.1	-0.2029
-11.2	0.2371	0.2371	-13.8	-0.2120
-11.0	0.2371	0.2371	-13.6	-0.2194
-10.8	0.2371	0.2371	-13.4	-0.2252
-10.7	0.2371	0.2371	-13.1	-0.2292
-10.5	0.2371	0.2371	-12.9	-0.2315
-10.3	0.2372	0.2372	-12.7	-0.2319
-10.1	0.2372	0.2372	-12.4	-0.2306
-9.9	0.2372	0.2372	-12.2	-0.2275
-9.7	0.2372	0.2372	-12.0	-0.2226
-9.5	0.2372	0.2372	-11.8	-0.2160
-9.3	0.2372	0.2372	-11.5	-0.2078
-9.2	0.2372	0.2372	-11.3	-0.1980
-9.0	0.2372	0.2372	-11.1	-0.1867
-8.8	0.2372	0.2372	-10.8	-0.1741
-8.6	0.2372	0.2372	-10.6	-0.1601
-8.4	0.2372	0.2372	-10.4	-0.1450
-8.2	0.2372	0.2372	-10.1	-0.1288
-8.0	0.2372	0.2372	-9.9	-0.1117
-7.8	0.2372	0.2372	-9.7	-0.0938
-7.6	0.2372	0.2372	-9.4	-0.0753
-7.5	0.2372	0.2372	-9.2	-0.0562
-7.3	0.2372	0.2372	-9.0	-0.0367
-7.1	0.2372	0.2372	-8.7	-0.0169
-6.9	0.2372	0.2372	-8.5	0.0030
-6.7	0.2372	0.2372	-8.3	0.0229
-6.5	0.2372	0.2372	-8.0	0.0426
-6.3	0.2372	0.2372	-7.8	0.0621
-6.1	0.2372	0.2372	-7.6	0.0812
-5.9	0.2372	0.2372	-7.3	0.0998
-5.8	0.2372	0.2372	-7.1	0.1176
-5.6	0.2372	0.2372	-6.9	0.1347
-5.4	0.2372	0.2372	-6.6	0.1508
-5.2	0.2372	0.2372	-6.4	0.1659
-5.0	0.2372	0.2372	-6.2	0.1798
-4.8	0.2372	0.2372	-5.9	0.1924
-4.6	0.2372	0.2372	-5.7	0.2037
-4.4	0.2372	0.2372	-5.5	0.2134
-4.2	0.2372	0.2372	-5.2	0.2216
-4.1	0.2372	0.2372	-5.0	0.2281
-3.9	0.2372	0.2372	-4.8	0.2329
-3.7	0.2372	0.2372	-4.5	0.2359
-3.5	0.2372	0.2372	-4.3	0.2372
-3.3	0.2372	0.2372	-4.1	0.2366
-3.1	0.2372	0.2372	-3.8	0.2343
-2.9	0.2372	0.2372	-3.6	0.2302
-2.7	0.2372	0.2372	-3.4	0.2244
-2.5	0.2372	0.2372	-3.1	0.2169
-2.4	0.2372	0.2372	-2.9	0.2078
-2.2	0.2372	0.2372	-2.7	0.1971
-2.0	0.2372	0.2372	-2.4	0.1850
-1.8	0.2372	0.2372	-2.2	0.1716
-1.6	0.2372	0.2372	-2.0	0.1569
-1.4	0.2372	0.2372	-1.7	0.1411
-1.2	0.2372	0.2372	-1.5	0.1243
-1.0	0.2372	0.2372	-1.3	0.1067
-0.8	0.2372	0.2372	-1.0	0.0883
-0.7	0.2372	0.2372	-0.8	0.0693
-0.5	0.2372	0.2372	-0.6	0.0498
-0.3	0.2372	0.2372	-0.3	0.0300
-0.1	0.2372	0.2372	-0.1	0.0100
0.1	0.2372	0.2372	0.1	-0.0100
0.3	0.2372	0.2372	0.3	-0.0300
0.5	0.2372	0.2372	0.6	-0.0498
0.7	0.2372	0.2372	0.8	-0.0693
0.8	0.2372	0.2372	1.0	-0.0883
1.0	0.2372	0.2372	1.3	-0.1067
1.2	0.2372	0.2372	1.5	-0.1243
1.4	0.2372	0.2372	1.7	-0.1411
1.6	0.2372	0.2372	2.0	-0.1569
1.8	0.2372	0.2372	2.2	-0.1716
2.0	0.2372	0.2372	2.4	-0.1850
2.2	0.2372	0.2372	2.7	-0.1971
2.4	0.2372	0.2372	2.9	-0.2078
2.5	0.2372	0.2372	3.1	-0.2169
2.7	0.2372	0.2372	3.4	-0.2244
2.9	0.2372	0.2372	3.6	-0.2302
3.1	0.2372	0.2372	3.8	-0.2343
3.3	0.2372	0.2372	4.1	-0.2366
3.5	0.2372	0.2372	4.3	-0.2372
3.7	0.2372	0.2372	4.5	-0.2359
3.9	0.2372	0.2372	4.8	-0.2329
4.1	0.2372	0.2372	5.0	-0.2281
4.2	0.2372	0.2372	5.2	-0.2216
4.4	0.2372	0.2372	5.5	-0.2134
4.6	0.2372	0.2372	5.7	-0.2037
4.8	0.2372	0.2372	5.9	-0.1924
5.0	0.2372	0.2372	6.2	-0.1798
5.2	0.2372	0.2372	6.4	-0.1659
5.4	0.2372	0.2372	6.6	-0.1508
5.6	0.2372	0.2372	6.9	-0.1347
5.8	0.2372	0.2372	7.1	-0.1176
5.9	0.2372	0.2372	7.3	-0.0998
6.1	0.2372	0.2372	7.6	-0.0812
6.3	0.2372	0.2372	7.8	-0.0621
6.5	0.2372	0.2372	8.0	-0.0426
6.7	0.2372	0.2372	8.3	-0.0229
6.9	0.2372	0.2372	8.5	-0.0030
7.1	0.2372	0.2372	8.7	0.0169
7.3	0.2372	0.2372	9.0	0.0367
7.5	0.2372	0.2372	9.2	0.0562
7.6	0.2372	0.2372	9.4	0.0753
7.8	0.2372	0.2372	9.7	0.0938
8.0	0.2372	0.2372	9.9	0.1117
8.2	0.2372	0.2372	10.1	0.1288
8.4	0.2372	0.2372	10.4	0.1450
8.6	0.2372	0.2372	10.6	0.1601
8.8	0.2372	0.2372	10.8	0.1741
9.0	0.2372	0.2372	11.1	0.1867
9.2	0.2372	0.2372	11.3	0.1980
9.3	0.2372	0.2372	11.5	0.2078
9.5	0.2372	0.2372	11.8	0.2160
9.7	0.2372	0.2372	12.0	0.2226
9.9	0.2372	0.2372	12.2	0.2275
10.1	0.2372	0.2372	12.4	0.2306
10.3	0.2372	0.2372	12.7	0.2319
10.5	0.2371	0.2371	12.9	0.2315
10.7	0.2371	0.2371	13.1	0.2292
10.8	0.2371	0.2371	13.4	0.2252
11.0	0.2371	0.2371	13.6	0.2194
11.2	0.2371	0.2371	13.8	0.2120
11.4	0.2371	0.2371	14.1	0.2029
11.6	0.2371	0.2371	14.3	0.1923
11.8	0.2371	0.2371	14.5	0.1803
12.0	0.2371	0.2371	14.8	0.1669
12.2	0.2371	0.2371	15.0	0.1522
12.4	0.2371	0.2371	15.2	0.1365
12.5	0.2371	0.2371	15.5	0.1197
12.7	0.2371	0.2371	15.7	0.1021
12.9	0.2371	0.2371	15.9	0.0837
13.1	0.2371	0.2371	16.2	0.0647
13.3	0.2371	0.2371	16.4	0.0452
13.5	0.2371	0.2371	16.6	0.0253
13.7	0.2371	0.2371	16.9	0.0053
13.9	0.2371	0.2371	17.1	-0.0148
14.1	0.2370	0.2370	17.3	-0.0349
14.2	0.2370	0.2370	17.6	-0.0548
14.4	0.2370	0.2370	17.8	-0.0743
14.6	0.2370	0.2370	18.0	-0.0934
14.8	0.2370	0.2370	18.3	-0.1119
15.0	0.2370	0.2370	18.5	-0.1297
