Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-0.3	0.3902	0.3902	-0.3	0.0484
-0.1	0.3902	0.3902	-0.1	0.0162
0.1	0.3902	0.3902	0.1	-0.0162
0.3	0.3902	0.3902	0.3	-0.0484
0.5	0.3902	0.3902	0.6	-0.0803
0.7	0.3902	0.3902	0.8	-0.1118
0.8	0.3902	0.3902	1.0	-0.1426
1.0	0.3902	0.3902	1.3	-0.1726
1.2	0.3902	0.3902	1.5	-0.2015
1.4	0.3902	0.3902	1.7	-0.2290
1.6	0.3902	0.3902	2.0	-0.2551
1.8	0.3902	0.3902	2.2	-0.2795
2.0	0.3902	0.3902	2.4	-0.3020
2.2	0.3902	0.3902	2.7	-0.3223
2.4	0.3902	0.3902	2.9	-0.3402
2.5	0.3902	0.3902	3.1	-0.3557
2.7	0.3902	0.3902	3.4	-0.3684
2.9	0.3902	0.3902	3.6	-0.3783
3.1	0.3902	0.3902	3.8	-0.3853
3.3	0.3902	0.3902	4.1	-0.3893
3.5	0.3902	0.3902	4.3	-0.3902
3.7	0.3902	0.3902	4.5	-0.3879
3.9	0.3902	0.3902	4.8	-0.3827
4.1	0.3902	0.3902	5.0	-0.3745
4.2	0.3902	0.3902	5.2	-0.3633
4.4	0.3902	0.3902	5.5	-0.3494
4.6	0.3902	0.3902	5.7	-0.3329
4.8	0.3902	0.3902	5.9	-0.3139
5.0	0.3902	0.3902	6.2	-0.2927
5.2	0.3902	0.3902	6.4	-0.2695
5.4	0.3902	0.3902	6.6	-0.2445
5.6	0.3902	0.3902	6.9	-0.2178
5.8	0.3902	0.3902	7.1	-0.1897
5.9	0.3902	0.3902	7.3	-0.1605
6.1	0.3902	0.3902	7.6	-0.1303
6.3	0.3902	0.3902	7.8	-0.0993
6.5	0.3902	0.3902	8.0	-0.0678
6.7	0.3902	0.3902	8.3	-0.0359
6.9	0.3902	0.3902	8.5	-0.0038
7.1	0.3902	0.3902	8.7	0.0284
7.3	0.3902	0.3902	9.0	0.0603
7.5	0.3902	0.3902	9.2	0.0918
7.6	0.3902	0.3902	9.4	0.1228
7.8	0.3902	0.3902	9.7	0.1531
8.0	0.3902	0.3902	9.9	0.1823
8.2	0.3902	0.3902	10.1	0.2104
8.4	0.3902	0.3902	10.4	0.2371
8.6	0.3902	0.3902	10.6	0.2622
8.8	0.3902	0.3902	10.8	0.2855
9.0	0.3902	0.3902	11.1	0.3068
9.2	0.3902	0.3902	11.3	0.3259
9.3	0.3902	0.3902	11.5	0.3425
9.5	0.3901	0.3901	11.8	0.3565
9.7	0.3901	0.3901	12.0	0.3677
9.9	0.3901	0.3901	12.2	0.3761
10.1	0.3901	0.3901	12.4	0.3815
10.3	0.3901	0.3901	12.7	0.3838
10.5	0.3901	0.3901	12.9	0.3831
10.7	0.3901	0.3901	13.1	0.3793
10.8	0.3901	0.3901	13.4	0.3725
11.0	0.3901	0.3901	13.6	0.3627
11.2	0.3901	0.3901	13.8	0.3501
11.4	0.3901	0.3901	14.1	0.3348
11.6	0.3900	0.3900	14.3	0.3169
11.8	0.3900	0.3900	14.5	0.2967
12.0	0.3900	0.3900	14.8	0.2744
12.2	0.3900	0.3900	15.0	0.2501
12.4	0.3900	0.3900	15.2	0.2240
12.5	0.3900	0.3900	15.5	0.1965
12.7	0.3899	0.3899	15.7	0.1677
12.9	0.3899	0.3899	15.9	0.1378
13.1	0.3899	0.3899	16.2	0.1069
13.3	0.3899	0.3899	16.4	0.0755
13.5	0.3898	0.3898	16.6	0.0435
13.7	0.3898	0.3898	16.9	0.0112
13.9	0.3898	0.3898	17.1	-0.0212
14.1	0.3897	0.3897	17.3	-0.0535
14.2	0.3897	0.3897	17.6	-0.0856
14.4	0.3897	0.3897	17.8	-0.1171
14.6	0.3896	0.3896	18.0	-0.1481
14.8	0.3896	0.3896	18.3	-0.1782
15.0	0.3895	0.3895	18.5	-0.2072
Gap = 12
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.2651	0.2651	-18.5	0.1453
-14.8	0.2652	0.2652	-18.3	0.1254
-14.6	0.2653	0.2653	-18.0	0.1047
-14.4	0.2653	0.2653	-17.8	0.0833
-14.2	0.2653	0.2653	-17.6	0.0614
-14.1	0.2654	0.2654	-17.3	0.0392
-13.9	0.2654	0.2654	-17.1	0.0168
-13.7	0.2655	0.2655	-16.9	-0.0057
-13.5	0.2655	0.2655	-16.6	-0.0281
-13.3	0.2655	0.2655	-16.4	-0.0503
-13.1	0.2655	0.2655	-16.2	-0.0721
-12.9	0.2656	0.2656	-15.9	-0.0933
-12.7	0.2656	0.2656	-15.7	-0.1139
-12.5	0.2656	0.2656	-15.5	-0.1337
-12.4	0.2656	0.2656	-15.2	-0.1525
-12.2	0.2657	0.2657	-15.0	-0.1701
-12.0	0.2657	0.2657	-14.8	-0.1866
-11.8	0.2657	0.2657	-14.5	-0.2016
-11.6	0.2657	0.2657	-14.3	-0.2151
-11.4	0.2657	0.2657	-14.1	-0.2270
-11.2	0.2657	0.2657	-13.8	-0.2372
-11.0	0.2657	0.2657	-13.6	-0.2456
-10.8	0.2657	0.2657	-13.4	-0.2521
-10.7	0.2658	0.2658	-13.1	-0.2566
-10.5	0.2658	0.2658	-12.9	-0.2591
-10.3	0.2658	0.2658	-12.7	-0.2597
-10.1	0.2658	0.2658	-12.4	-0.2582
-9.9	0.2658	0.2658	-12.2	-0.2547
-9.7	0.2658	0.2658	-12.0	-0.2492
-9.5	0.2658	0.2658	-11.8	-0.2418
-9.3	0.2658	0.2658	-11.5	-0.2325
-9.2	0.2658	0.2658	-11.3	-0.2215
-9.0	0.2658	0.2658	-11.1	-0.2089
-8.8	0.2658	0.2658	-10.8	-0.1947
-8.6	0.2658	0.2658	-10.6	-0.1790
-8.4	0.2658	0.2658	-10.4	-0.1620
-8.2	0.2658	0.2658	-10.1	-0.1439
-8.0	0.2658	0.2658	-9.9	-0.1248
-7.8	0.2658	0.2658	-9.7	-0.1047
-7.6	0.2659	0.2659	-9.4	-0.0840
-7.5	0.2659	0.2659	-9.2	-0.0626
-7.3	0.2659	0.2659	-9.0	-0.0408
-7.1	0.2659	0.2659	-8.7	-0.0187
-6.9	0.2659	0.2659	-8.5	0.0035
-6.7	0.2659	0.2659	-8.3	0.0258
-6.5	0.2659	0.2659	-8.0	0.0478
-6.3	0.2659	0.2659	-7.8	0.0696
-6.1	0.2659	0.2659	-7.6	0.0910
-5.9	0.2659	0.2659	-7.3	0.1117
-5.8	0.2659	0.2659	-7.1	0.1317
-5.6	0.2659	0.2659	-6.9	0.1508
-5.4	0.2659	0.2659	-6.6	0.1689
-5.2	0.2659	0.2659	-6.4	0.1858
-5.0	0.2659	0.2659	-6.2	0.2014
-4.8	0.2659	0.2659	-5.9	0.2156
-4.6	0.2659	0.2659	-5.7	0.2282
-4.4	0.2659	0.2659	-5.5	0.2391
-4.2	0.2659	0.2659	-5.2	0.2483
-4.1	0.2659	0.2659	-5.0	0.2556
-3.9	0.2659	0.2659	-4.8	0.2610
-3.7	0.2659	0.2659	-4.5	0.2644
-3.5	0.2659	0.2659	-4.3	0.2659
-3.3	0.2659	0.2659	-4.1	0.2652
-3.1	0.2659	0.2659	-3.8	0.2626
-2.9	0.2659	0.2659	-3.6	0.2580
-2.7	0.2659	0.2659	-3.4	0.2514
-2.5	0.2659	0.2659	-3.1	0.2430
-2.4	0.2659	0.2659	-2.9	0.2327
-2.2	0.2659	0.2659	-2.7	0.2208
-2.0	0.2659	0.2659	-2.4	0.2072
-1.8	0.2659	0.2659	-2.2	0.1921
-1.6	0.2659	0.2659	-2.0	0.1756
-1.4	0.2659	0.2659	-1.7	0.1579
-1.2	0.2659	0.2659	-1.5	0.1391
-1.0	0.2659	0.2659	-1.3	0.1193
-0.8	0.2659	0.2659	-1.0	0.0987
-0.7	0.2659	0.2659	-0.8	0.0775
-0.5	0.2659	0.2659	-0.6	0.0557
-0.3	0.2659	0.2659	-0.3	0.0336
-0.1	0.2659	0.2659	-0.1	0.0112
0.1	0.2659	0.2659	0.1	-0.0112
0.3	0.2659	0.2659	0.3	-0.0336
0.5	0.2659	0.2659	0.6	-0.0557
0.7	0.2659	0.2659	0.8	-0.0775
0.8	0.2659	0.2659	1.0	-0.0987
1.0	0.2659	0.2659	1.3	-0.1193
1.2	0.2659	0.2659	1.5	-0.1391
1.4	0.2659	0.2659	1.7	-0.1579
1.6	0.2659	0.2659	2.0	-0.1756
1.8	0.2659	0.2659	2.2	-0.1921
2.0	0.2659	0.2659	2.4	-0.2072
2.2	0.2659	0.2659	2.7	-0.2208
2.4	0.2659	0.2659	2.9	-0.2327
2.5	0.2659	0.2659	3.1	-0.2430
2.7	0.2659	0.2659	3.4	-0.2515
2.9	0.2659	0.2659	3.6	-0.2580
3.1	0.2659	0.2659	3.8	-0.2626
3.3	0.2659	0.2659	4.1	-0.2653
3.5	0.2659	0.2659	4.3	-0.2659
3.7	0.2659	0.2659	4.5	-0.2644
3.9	0.2659	0.2659	4.8	-0.2610
4.1	0.2659	0.2659	5.0	-0.2556
4.2	0.2659	0.2659	5.2	-0.2483
4.4	0.2659	0.2659	5.5	-0.2391
4.6	0.2659	0.2659	5.7	-0.2282
4.8	0.2659	0.2659	5.9	-0.2156
5.0	0.2659	0.2659	6.2	-0.2014
5.2	0.2659	0.2659	6.4	-0.1858
5.4	0.2659	0.2659	6.6	-0.1689
5.6	0.2659	0.2659	6.9	-0.1508
5.8	0.2659	0.2659	7.1	-0.1317
5.9	0.2659	0.2659	7.3	-0.1117
6.1	0.2659	0.2659	7.6	-0.0910
6.3	0.2659	0.2659	7.8	-0.0696
6.5	0.2659	0.2659	8.0	-0.0478
6.7	0.2659	0.2659	8.3	-0.0258
6.9	0.2659	0.2659	8.5	-0.0035
7.1	0.2659	0.2659	8.7	0.0187
7.3	0.2659	0.2659	9.0	0.0408
7.5	0.2659	0.2659	9.2	0.0626
7.6	0.2659	0.2659	9.4	0.0840
7.8	0.2658	0.2658	9.7	0.1048
8.0	0.2658	0.2658	9.9	0.1248
8.2	0.2658	0.2658	10.1	0.1439
8.4	0.2658	0.2658	10.4	0.1621
8.6	0.2658	0.2658	10.6	0.1790
8.8	0.2658	0.2658	10.8	0.1947
9.0	0.2658	0.2658	11.1	0.2089
9.2	0.2658	0.2658	11.3	0.2216
9.3	0.2658	0.2658	11.5	0.2326
9.5	0.2658	0.2658	11.8	0.2418
9.7	0.2658	0.2658	12.0	0.2492
9.9	0.2658	0.2658	12.2	0.2547
10.1	0.2658	0.2658	12.4	0.2582
10.3	0.2658	0.2658	12.7	0.2597
10.5	0.2658	0.2658	12.9	0.2592
10.7	0.2658	0.2658	13.1	0.2566
10.8	0.2657	0.2657	13.4	0.2521
11.0	0.2657	0.2657	13.6	0.2456
11.2	0.2657	0.2657	13.8	0.2372
11.4	0.2657	0.2657	14.1	0.2271
11.6	0.2657	0.2657	14.3	0.2151
11.8	0.2657	0.2657	14.5	0.2016
12.0	0.2657	0.2657	14.8	0.1866
12.2	0.2657	0.2657	15.0	0.1701
12.4	0.2656	0.2656	15.2	0.1525
12.5	0.2656	0.2656	15.5	0.1337
12.7	0.2656	0.2656	15.7	0.1139
12.9	0.2656	0.2656	15.9	0.0933
13.1	0.2655	0.2655	16.2	0.0721
13.3	0.2655	0.2655	16.4	0.0503
13.5	0.2655	0.2655	16.6	0.0281
13.7	0.2655	0.2655	16.9	0.0057
13.9	0.2654	0.2654	17.1	-0.0168
14.1	0.2654	0.2654	17.3	-0.0392
14.2	0.2653	0.2653	17.6	-0.0614
14.4	0.2653	0.2653	17.8	-0.0833
14.6	0.2653	0.2653	18.0	-0.1047
14.8	0.2652	0.2652	18.3	-0.1254
15.0	0.2651	0.2651	18.5	-0.1453
