Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
0.1	1.3863	1.3863	0.1	-0.0415
0.3	1.3863	1.3863	0.3	-0.1249
0.5	1.3863	1.3863	0.6	-0.2091
0.7	1.3863	1.3863	0.8	-0.2946
0.8	1.3863	1.3863	1.0	-0.3818
1.0	1.3863	1.3863	1.3	-0.4712
1.2	1.3863	1.3863	1.5	-0.5628
1.4	1.3863	1.3863	1.7	-0.6566
1.6	1.3863	1.3863	2.0	-0.7522
1.8	1.3863	1.3863	2.2	-0.8485
2.0	1.3863	1.3863	2.4	-0.9441
2.2	1.3863	1.3863	2.7	-1.0367
2.4	1.3863	1.3863	2.9	-1.1236
2.5	1.3863	1.3863	3.1	-1.2019
2.7	1.3863	1.3863	3.4	-1.2688
2.9	1.3863	1.3863	3.6	-1.3220
3.1	1.3863	1.3863	3.8	-1.3599
3.3	1.3863	1.3863	4.1	-1.3813
3.5	1.3863	1.3863	4.3	-1.3858
3.7	1.3863	1.3863	4.5	-1.3733
3.9	1.3863	1.3863	4.8	-1.3440
4.1	1.3863	1.3863	5.0	-1.2987
4.2	1.3863	1.3863	5.2	-1.2388
4.4	1.3863	1.3863	5.5	-1.1661
4.6	1.3863	1.3863	5.7	-1.0834
4.8	1.3863	1.3863	5.9	-0.9935
5.0	1.3863	1.3863	6.2	-0.8993
5.2	1.3863	1.3863	6.4	-0.8032
5.4	1.3863	1.3863	6.6	-0.7071
5.6	1.3863	1.3863	6.9	-0.6123
5.8	1.3863	1.3863	7.1	-0.5195
5.9	1.3863	1.3863	7.3	-0.4291
6.1	1.3863	1.3863	7.6	-0.3408
6.3	1.3863	1.3863	7.8	-0.2545
6.5	1.3863	1.3863	8.0	-0.1698
6.7	1.3863	1.3863	8.3	-0.0861
6.9	1.3863	1.3863	8.5	-0.0030
7.1	1.3863	1.3863	8.7	0.0801
7.3	1.3863	1.3863	9.0	0.1637
7.5	1.3863	1.3863	9.2	0.2484
7.6	1.3863	1.3863	9.4	0.3346
7.8	1.3863	1.3863	9.7	0.4227
8.0	1.3863	1.3863	9.9	0.5130
8.2	1.3863	1.3863	10.1	0.6057
8.4	1.3863	1.3863	10.4	0.7003
8.6	1.3863	1.3863	10.6	0.7964
8.8	1.3863	1.3863	10.8	0.8925
9.0	1.3863	1.3863	11.1	0.9869
9.2	1.3863	1.3863	11.3	1.0771
9.3	1.3863	1.3863	11.5	1.1602
9.5	1.3863	1.3863	11.8	1.2334
9.7	1.3863	1.3863	12.0	1.2941
9.9	1.3863	1.3863	12.2	1.3402
10.1	1.3863	1.3863	12.4	1.3704
10.3	1.3863	1.3863	12.7	1.3839
10.5	1.3863	1.3863	12.9	1.3803
10.7	1.3863	1.3863	13.1	1.3597
10.8	1.3863	1.3863	13.4	1.3227
11.0	1.3863	1.3863	13.6	1.2703
11.2	1.3863	1.3863	13.8	1.2040
11.4	1.3863	1.3863	14.1	1.1263
11.6	1.3863	1.3863	14.3	1.0398
11.8	1.3863	1.3863	14.5	0.9474
12.0	1.3863	1.3863	14.8	0.8519
12.2	1.3863	1.3863	15.0	0.7555
12.4	1.3862	1.3862	15.2	0.6598
12.5	1.3862	1.3862	15.5	0.5659
12.7	1.3862	1.3862	15.7	0.4741
12.9	1.3862	1.3862	15.9	0.3845
13.1	1.3862	1.3862	16.2	0.2971
13.3	1.3862	1.3862	16.4	0.2115
13.5	1.3862	1.3862	16.6	0.1272
13.7	1.3862	1.3862	16.9	0.0437
13.9	1.3862	1.3862	17.1	-0.0394
14.1	1.3861	1.3861	17.3	-0.1229
14.2	1.3861	1.3861	17.6	-0.2071
14.4	1.3861	1.3861	17.8	-0.2926
14.6	1.3861	1.3861	18.0	-0.3798
14.8	1.3861	1.3861	18.3	-0.4691
15.0	1.3860	1.3860	18.5	-0.5607
Gap = 6
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.8972	0.8972	-18.5	0.4236
-14.8	0.8972	0.8972	-18.3	0.3596
-14.6	0.8973	0.8973	-18.0	0.2950
-14.4	0.8973	0.8973	-17.8	0.2300
-14.2	0.8973	0.8973	-17.6	0.1648
-14.1	0.8974	0.8974	-17.3	0.0996
-13.9	0.8974	0.8974	-17.1	0.0344
-13.7	0.8974	0.8974	-16.9	-0.0308
-13.5	0.8974	0.8974	-16.6	-0.0960
-13.3	0.8975	0.8975	-16.4	-0.1611
-13.1	0.8975	0.8975	-16.2	-0.2262
-12.9	0.8975	0.8975	-15.9	-0.2910
-12.7	0.8975	0.8975	-15.7	-0.3555
-12.5	0.8975	0.8975	-15.5	-0.4192
-12.4	0.8975	0.8975	-15.2	-0.4819
-12.2	0.8976	0.8976	-15.0	-0.5431
-12.0	0.8976	0.8976	-14.8	-0.6019
-11.8	0.8976	0.8976	-14.5	-0.6578
-11.6	0.8976	0.8976	-14.3	-0.7097
-11.4	0.8976	0.8976	-14.1	-0.7569
-11.2	0.8976	0.8976	-13.8	-0.7983
-11.0	0.8976	0.8976	-13.6	-0.8330
-10.8	0.8976	0.8976	-13.4	-0.8603
-10.7	0.8976	0.8976	-13.1	-0.8795
-10.5	0.8976	0.8976	-12.9	-0.8902
-10.3	0.8976	0.8976	-12.7	-0.8921
-10.1	0.8976	0.8976	-12.4	-0.8852
-9.9	0.8976	0.8976	-12.2	-0.8696
-9.7	0.8976	0.8976	-12.0	-0.8457
-9.5	0.8977	0.8977	-11.8	-0.8141
-9.3	0.8977	0.8977	-11.5	-0.7756
-9.2	0.8977	0.8977	-11.3	-0.7309
-9.0	0.8977	0.8977	-11.1	-0.6810
-8.8	0.8977	0.8977	-10.8	-0.6268
-8.6	0.8977	0.8977	-10.6	-0.5693
-8.4	0.8977	0.8977	-10.4	-0.5092
-8.2	0.8977	0.8977	-10.1	-0.4473
-8.0	0.8977	0.8977	-9.9	-0.3841
-7.8	0.8977	0.8977	-9.7	-0.3201
-7.6	0.8977	0.8977	-9.4	-0.2556
-7.5	0.8977	0.8977	-9.2	-0.1909
-7.3	0.8977	0.8977	-9.0	-0.1260
-7.1	0.8977	0.8977	-8.7	-0.0611
-6.9	0.8977	0.8977	-8.5	0.0038
-6.7	0.8977	0.8977	-8.3	0.0688
-6.5	0.8977	0.8977	-8.0	0.1337
-6.3	0.8977	0.8977	-7.8	0.1986
-6.1	0.8977	0.8977	-7.6	0.2634
-5.9	0.8977	0.8977	-7.3	0.3279
-5.8	0.8977	0.8977	-7.1	0.3919
-5.6	0.8977	0.8977	-6.9	0.4551
-5.4	0.8977	0.8977	-6.6	0.5170
-5.2	0.8977	0.8977	-6.4	0.5770
-5.0	0.8977	0.8977	-6.2	0.6345
-4.8	0.8977	0.8977	-5.9	0.6886
-4.6	0.8977	0.8977	-5.7	0.7383
-4.4	0.8977	0.8977	-5.5	0.7828
-4.2	0.8977	0.8977	-5.2	0.8211
-4.1	0.8977	0.8977	-5.0	0.8523
-3.9	0.8977	0.8977	-4.8	0.8758
-3.7	0.8977	0.8977	-4.5	0.8910
-3.5	0.8977	0.8977	-4.3	0.8975
-3.3	0.8977	0.8977	-4.1	0.8951
-3.1	0.8977	0.8977	-3.8	0.8839
-2.9	0.8977	0.8977	-3.6	0.8643
-2.7	0.8977	0.8977	-3.4	0.8365
-2.5	0.8977	0.8977	-3.1	0.8014
-2.4	0.8977	0.8977	-2.9	0.7596
-2.2	0.8977	0.8977	-2.7	0.7122
-2.0	0.8977	0.8977	-2.4	0.6599
-1.8	0.8977	0.8977	-2.2	0.6039
-1.6	0.8977	0.8977	-2.0	0.5448
-1.4	0.8977	0.8977	-1.7	0.4836
-1.2	0.8977	0.8977	-1.5	0.4208
-1.0	0.8977	0.8977	-1.3	0.3570
-0.8	0.8977	0.8977	-1.0	0.2926
-0.7	0.8977	0.8977	-0.8	0.2277
-0.5	0.8977	0.8977	-0.6	0.1627
-0.3	0.8977	0.8977	-0.3	0.0977
-0.1	0.8977	0.8977	-0.1	0.0326
0.1	0.8977	0.8977	0.1	-0.0326
0.3	0.8977	0.8977	0.3	-0.0977
0.5	0.8977	0.8977	0.6	-0.1628
0.7	0.8977	0.8977	0.8	-0.2278
0.8	0.8977	0.8977	1.0	-0.2926
1.0	0.8977	0.8977	1.3	-0.3570
1.2	0.8977	0.8977	1.5	-0.4208
1.4	0.8977	0.8977	1.7	-0.4836
1.6	0.8977	0.8977	2.0	-0.5448
1.8	0.8977	0.8977	2.2	-0.6039
2.0	0.8977	0.8977	2.4	-0.6600
2.2	0.8977	0.8977	2.7	-0.7122
2.4	0.8977	0.8977	2.9	-0.7596
2.5	0.8977	0.8977	3.1	-0.8014
2.7	0.8977	0.8977	3.4	-0.8365
2.9	0.8977	0.8977	3.6	-0.8643
3.1	0.8977	0.8977	3.8	-0.8839
3.3	0.8977	0.8977	4.1	-0.8951
3.5	0.8977	0.8977	4.3	-0.8975
3.7	0.8977	0.8977	4.5	-0.8910
3.9	0.8977	0.8977	4.8	-0.8758
4.1	0.8977	0.8977	5.0	-0.8523
4.2	0.8977	0.8977	5.2	-0.8211
4.4	0.8977	0.8977	5.5	-0.7828
4.6	0.8977	0.8977	5.7	-0.7383
4.8	0.8977	0.8977	5.9	-0.6886
5.0	0.8977	0.8977	6.2	-0.6345
5.2	0.8977	0.8977	6.4	-0.5770
5.4	0.8977	0.8977	6.6	-0.5170
5.6	0.8977	0.8977	6.9	-0.4551
5.8	0.8977	0.8977	7.1	-0.3919
5.9	0.8977	0.8977	7.3	-0.3279
6.1	0.8977	0.8977	7.6	-0.2634
6.3	0.8977	0.8977	7.8	-0.1986
6.5	0.8977	0.8977	8.0	-0.1337
6.7	0.8977	0.8977	8.3	-0.0688
6.9	0.8977	0.8977	8.5	-0.0038
7.1	0.8977	0.8977	8.7	0.0611
7.3	0.8977	0.8977	9.0	0.1260
7.5	0.8977	0.8977	9.2	0.1909
7.6	0.8977	0.8977	9.4	0.2556
7.8	0.8977	0.8977	9.7	0.3201
8.0	0.8977	0.8977	9.9	0.3841
8.2	0.8977	0.8977	10.1	0.4473
8.4	0.8977	0.8977	10.4	0.5092
8.6	0.8977	0.8977	10.6	0.5693
8.8	0.8977	0.8977	10.8	0.6268
9.0	0.8977	0.8977	11.1	0.6810
9.2	0.8977	0.8977	11.3	0.7309
9.3	0.8977	0.8977	11.5	0.7756
9.5	0.8977	0.8977	11.8	0.8142
9.7	0.8976	0.8976	12.0	0.8457
9.9	0.8976	0.8976	12.2	0.8696
10.1	0.8976	0.8976	12.4	0.8852
10.3	0.8976	0.8976	12.7	0.8921
10.5	0.8976	0.8976	12.9	0.8902
10.7	0.8976	0.8976	13.1	0.8795
10.8	0.8976	0.8976	13.4	0.8603
11.0	0.8976	0.8976	13.6	0.8330
11.2	0.8976	0.8976	13.8	0.7983
11.4	0.8976	0.8976	14.1	0.7569
11.6	0.8976	0.8976	14.3	0.7098
11.8	0.8976	0.8976	14.5	0.6578
12.0	0.8976	0.8976	14.8	0.6019
12.2	0.8976	0.8976	15.0	0.5431
12.4	0.8975	0.8975	15.2	0.4819
12.5	0.8975	0.8975	15.5	0.4192
12.7	0.8975	0.8975	15.7	0.3555
12.9	0.8975	0.8975	15.9	0.2910
13.1	0.8975	0.8975	16.2	0.2262
13.3	0.8975	0.8975	16.4	0.1611
13.5	0.8974	0.8974	16.6	0.0960
13.7	0.8974	0.8974	16.9	0.0308
13.9	0.8974	0.8974	17.1	-0.0344
14.1	0.8974	0.8974	17.3	-0.0997
14.2	0.8973	0.8973	17.6	-0.1649
14.4	0.8973	0.8973	17.8	-0.2300
14.6	0.8973	0.8973	18.0	-0.2950
14.8	0.8972	0.8972	18.3	-0.3596
15.0	0.8972	0.8972	18.5	-0.4236
Gap = 8
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.5823	0.5823	-18.5	0.2969
-14.8	0.5824	0.5824	-18.3	0.2541
-14.6	0.5824	0.5824	-18.0	0.2101
-14.4	0.5824	0.5824	-17.8	0.1651
-14.2	0.5825	0.5825	-17.6	0.1195
-14.1	0.5825	0.5825	-17.3	0.0734
-13.9	0.5826	0.5826	-17.1	0.0271
-13.7	0.5826	0.5826	-16.9	-0.0193
-13.5	0.5826	0.5826	-16.6	-0.0657
-13.3	0.5826	0.5826	-16.4	-0.1117
-13.1	0.5827	0.5827	-16.2	-0.1572
-12.9	0.5827	0.5827	-15.9	-0.2020
-12.7	0.5827	0.5827	-15.7	-0.2458
-12.5	0.5827	0.5827	-15.5	-0.2883
-12.4	0.5827	0.5827	-15.2	-0.3294
-12.2	0.5828	0.5828	-15.0	-0.3685
-12.0	0.5828	0.5828	-14.8	-0.4055
-11.8	0.5828	0.5828	-14.5	-0.4398
-11.6	0.5828	0.5828	-14.3	-0.4711
-11.4	0.5828	0.5828	-14.1	-0.4990
-11.2	0.5828	0.5828	-13.8	-0.5231
-11.0	0.5828	0.5828	-13.6	-0.5430
-10.8	0.5828	0.5828	-13.4	-0.5586
-10.7	0.5828	0.5828	-13.1	-0.5695
-10.5	0.5828	0.5828	-12.9	-0.5756
-10.3	0.5829	0.5829	-12.7	-0.5767
-10.1	0.5829	0.5829	-12.4	-0.5728
-9.9	0.5829	0.5829	-12.2	-0.5641
-9.7	0.5829	0.5829	-12.0	-0.5506
-9.5	0.5829	0.5829	-11.8	-0.5326
-9.3	0.5829	0.5829	-11.5	-0.5104
-9.2	0.5829	0.5829	-11.3	-0.4842
-9.0	0.5829	0.5829	-11.1	-0.4545
-8.8	0.5829	0.5829	-10.8	-0.4216
-8.6	0.5829	0.5829	-10.6	-0.3859
-8.4	0.5829	0.5829	-10.4	-0.3478
-8.2	0.5829	0.5829	-10.1	-0.3078
-8.0	0.5829	0.5829	-9.9	-0.2660
-7.8	0.5829	0.5829	-9.7	-0.2229
-7.6	0.5829	0.5829	-9.4	-0.1787
-7.5	0.5829	0.5829	-9.2	-0.1338
-7.3	0.5829	0.5829	-9.0	-0.0882
-7.1	0.5829	0.5829	-8.7	-0.0422
-6.9	0.5829	0.5829	-8.5	0.0039
-6.7	0.5829	0.5829	-8.3	0.0500
-6.5	0.5829	0.5829	-8.0	0.0960
-6.3	0.5829	0.5829	-7.8	0.1415
-6.1	0.5829	0.5829	-7.6	0.1865
-5.9	0.5829	0.5829	-7.3	0.2307
-5.8	0.5829	0.5829	-7.1	0.2738
-5.6	0.5829	0.5829	-6.9	0.3155
-5.4	0.5829	0.5829	-6.6	0.3555
-5.2	0.5829	0.5829	-6.4	0.3935
-5.0	0.5829	0.5829	-6.2	0.4291
-4.8	0.5829	0.5829	-5.9	0.4619
-4.6	0.5829	0.5829	-5.7	0.4915
-4.4	0.5829	0.5829	-5.5	0.5175
-4.2	0.5829	0.5829	-5.2	0.5396
-4.1	0.5829	0.5829	-5.0	0.5574
-3.9	0.5829	0.5829	-4.8	0.5707
-3.7	0.5829	0.5829	-4.5	0.5792
-3.5	0.5829	0.5829	-4.3	0.5828
-3.3	0.5829	0.5829	-4.1	0.5814
-3.1	0.5829	0.5829	-3.8	0.5751
-2.9	0.5829	0.5829	-3.6	0.5640
-2.7	0.5829	0.5829	-3.4	0.5482
-2.5	0.5829	0.5829	-3.1	0.5280
-2.4	0.5829	0.5829	-2.9	0.5036
-2.2	0.5829	0.5829	-2.7	0.4756
-2.0	0.5829	0.5829	-2.4	0.4441
-1.8	0.5829	0.5829	-2.2	0.4096
-1.6	0.5829	0.5829	-2.0	0.3726
-1.4	0.5829	0.5829	-1.7	0.3333
-1.2	0.5829	0.5829	-1.5	0.2922
-1.0	0.5829	0.5829	-1.3	0.2495
-0.8	0.5829	0.5829	-1.0	0.2057
-0.7	0.5829	0.5829	-0.8	0.1609
-0.5	0.5829	0.5829	-0.6	0.1154
-0.3	0.5829	0.5829	-0.3	0.0694
-0.1	0.5829	0.5829	-0.1	0.0232
0.1	0.5829	0.5829	0.1	-0.0232
0.3	0.5829	0.5829	0.3	-0.0694
0.5	0.5829	0.5829	0.6	-0.1154
0.7	0.5829	0.5829	0.8	-0.1609
0.8	0.5829	0.5829	1.0	-0.2057
1.0	0.5829	0.5829	1.3	-0.2495
1.2	0.5829	0.5829	1.5	-0.2922
1.4	0.5829	0.5829	1.7	-0.3333
1.6	0.5829	0.5829	2.0	-0.3726
1.8	0.5829	0.5829	2.2	-0.4096
2.0	0.5829	0.5829	2.4	-0.4441
2.2	0.5829	0.5829	2.7	-0.4756
2.4	0.5829	0.5829	2.9	-0.5037
2.5	0.5829	0.5829	3.1	-0.5280
2.7	0.5829	0.5829	3.4	-0.5482
2.9	0.5829	0.5829	3.6	-0.5640
3.1	0.5829	0.5829	3.8	-0.5752
3.3	0.5829	0.5829	4.1	-0.5815
3.5	0.5829	0.5829	4.3	-0.5828
3.7	0.5829	0.5829	4.5	-0.5792
3.9	0.5829	0.5829	4.8	-0.5707
4.1	0.5829	0.5829	5.0	-0.5575
4.2	0.5829	0.5829	5.2	-0.5396
4.4	0.5829	0.5829	5.5	-0.5176
4.6	0.5829	0.5829	5.7	-0.4915
4.8	0.5829	0.5829	5.9	-0.4619
5.0	0.5829	0.5829	6.2	-0.4291
5.2	0.5829	0.5829	6.4	-0.3935
5.4	0.5829	0.5829	6.6	-0.3555
5.6	0.5829	0.5829	6.9	-0.3155
5.8	0.5829	0.5829	7.1	-0.2738
5.9	0.5829	0.5829	7.3	-0.2307
6.1	0.5829	0.5829	7.6	-0.1865
6.3	0.5829	0.5829	7.8	-0.1415
6.5	0.5829	0.5829	8.0	-0.0960
6.7	0.5829	0.5829	8.3	-0.0500
6.9	0.5829	0.5829	8.5	-0.0039
7.1	0.5829	0.5829	8.7	0.0422
7.3	0.5829	0.5829	9.0	0.0882
7.5	0.5829	0.5829	9.2	0.1338
7.6	0.5829	0.5829	9.4	0.1788
7.8	0.5829	0.5829	9.7	0.2229
8.0	0.5829	0.5829	9.9	0.2660
8.2	0.5829	0.5829	10.1	0.3078
8.4	0.5829	0.5829	10.4	0.3479
8.6	0.5829	0.5829	10.6	0.3859
8.8	0.5829	0.5829	10.8	0.4216
9.0	0.5829	0.5829	11.1	0.4545
9.2	0.5829	0.5829	11.3	0.4842
9.3	0.5829	0.5829	11.5	0.5104
9.5	0.5829	0.5829	11.8	0.5327
9.7	0.5829	0.5829	12.0	0.5507
9.9	0.5829	0.5829	12.2	0.5641
10.1	0.5829	0.5829	12.4	0.5729
10.3	0.5829	0.5829	12.7	0.5767
10.5	0.5828	0.5828	12.9	0.5756
10.7	0.5828	0.5828	13.1	0.5695
10.8	0.5828	0.5828	13.4	0.5586
11.0	0.5828	0.5828	13.6	0.5431
11.2	0.5828	0.5828	13.8	0.5231
11.4	0.5828	0.5828	14.1	0.4990
11.6	0.5828	0.5828	14.3	0.4711
11.8	0.5828	0.5828	14.5	0.4398
12.0	0.5828	0.5828	14.8	0.4055
12.2	0.5828	0.5828	15.0	0.3686
12.4	0.5827	0.5827	15.2	0.3294
12.5	0.5827	0.5827	15.5	0.2884
12.7	0.5827	0.5827	15.7	0.2458
12.9	0.5827	0.5827	15.9	0.2020
13.1	0.5827	0.5827	16.2	0.1572
13.3	0.5826	0.5826	16.4	0.1117
13.5	0.5826	0.5826	16.6	0.0657
13.7	0.5826	0.5826	16.9	0.0193
13.9	0.5826	0.5826	17.1	-0.0271
14.1	0.5825	0.5825	17.3	-0.0734
14.2	0.5825	0.5825	17.6	-0.1195
14.4	0.5824	0.5824	17.8	-0.1651
14.6	0.5824	0.5824	18.0	-0.2101
14.8	0.5824	0.5824	18.3	-0.2541
15.0	0.5823	0.5823	18.5	-0.2969
Gap = 10
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.3895	0.3895	-18.5	0.2072
-14.8	0.3896	0.3896	-18.3	0.1782
-14.6	0.3896	0.3896	-18.0	0.1481
-14.4	0.3897	0.3897	-17.8	0.1171
-14.2	0.3897	0.3897	-17.6	0.0855
-14.1	0.3897	0.3897	-17.3	0.0535
-13.9	0.3898	0.3898	-17.1	0.0212
-13.7	0.3898	0.3898	-16.9	-0.0112
-13.5	0.3898	0.3898	-16.6	-0.0435
-13.3	0.3899	0.3899	-16.4	-0.0755
-13.1	0.3899	0.3899	-16.2	-0.1069
-12.9	0.3899	0.3899	-15.9	-0.1378
-12.7	0.3899	0.3899	-15.7	-0.1677
-12.5	0.3900	0.3900	-15.5	-0.1965
-12.4	0.3900	0.3900	-15.2	-0.2241
-12.2	0.3900	0.3900	-15.0	-0.2501
-12.0	0.3900	0.3900	-14.8	-0.2744
-11.8	0.3900	0.3900	-14.5	-0.2967
-11.6	0.3900	0.3900	-14.3	-0.3169
-11.4	0.3901	0.3901	-14.1	-0.3348
-11.2	0.3901	0.3901	-13.8	-0.3501
-11.0	0.3901	0.3901	-13.6	-0.3627
-10.8	0.3901	0.3901	-13.4	-0.3725
-10.7	0.3901	0.3901	-13.1	-0.3793
-10.5	0.3901	0.3901	-12.9	-0.3831
-10.3	0.3901	0.3901	-12.7	-0.3838
-10.1	0.3901	0.3901	-12.4	-0.3815
-9.9	0.3901	0.3901	-12.2	-0.3761
-9.7	0.3901	0.3901	-12.0	-0.3677
-9.5	0.3901	0.3901	-11.8	-0.3565
-9.3	0.3902	0.3902	-11.5	-0.3425
-9.2	0.3902	0.3902	-11.3	-0.3259
-9.0	0.3902	0.3902	-11.1	-0.3068
-8.8	0.3902	0.3902	-10.8	-0.2855
-8.6	0.3902	0.3902	-10.6	-0.2622
-8.4	0.3902	0.3902	-10.4	-0.2371
-8.2	0.3902	0.3902	-10.1	-0.2104
-8.0	0.3902	0.3902	-9.9	-0.1823
-7.8	0.3902	0.3902	-9.7	-0.1531
-7.6	0.3902	0.3902	-9.4	-0.1228
-7.5	0.3902	0.3902	-9.2	-0.0918
-7.3	0.3902	0.3902	-9.0	-0.0603
-7.1	0.3902	0.3902	-8.7	-0.0284
-6.9	0.3902	0.3902	-8.5	0.0038
-6.7	0.3902	0.3902	-8.3	0.0359
-6.5	0.3902	0.3902	-8.0	0.0678
-6.3	0.3902	0.3902	-7.8	0.0993
-6.1	0.3902	0.3902	-7.6	0.1303
-5.9	0.3902	0.3902	-7.3	0.1605
-5.8	0.3902	0.3902	-7.1	0.1897
-5.6	0.3902	0.3902	-6.9	0.2178
-5.4	0.3902	0.3902	-6.6	0.2445
-5.2	0.3902	0.3902	-6.4	0.2695
-5.0	0.3902	0.3902	-6.2	0.2927
-4.8	0.3902	0.3902	-5.9	0.3139
-4.6	0.3902	0.3902	-5.7	0.3329
-4.4	0.3902	0.3902	-5.5	0.3494
-4.2	0.3902	0.3902	-5.2	0.3633
-4.1	0.3902	0.3902	-5.0	0.3745
-3.9	0.3902	0.3902	-4.8	0.3827
-3.7	0.3902	0.3902	-4.5	0.3879
-3.5	0.3902	0.3902	-4.3	0.3902
-3.3	0.3902	0.3902	-4.1	0.3893
-3.1	0.3902	0.3902	-3.8	0.3853
-2.9	0.3902	0.3902	-3.6	0.3783
-2.7	0.3902	0.3902	-3.4	0.3684
-2.5	0.3902	0.3902	-3.1	0.3557
-2.4	0.3902	0.3902	-2.9	0.3402
-2.2	0.3902	0.3902	-2.7	0.3223
-2.0	0.3902	0.3902	-2.4	0.3020
-1.8	0.3902	0.3902	-2.2	0.2795
-1.6	0.3902	0.3902	-2.0	0.2551
-1.4	0.3902	0.3902	-1.7	0.2290
-1.2	0.3902	0.3902	-1.5	0.2015
-1.0	0.3902	0.3902	-1.3	0.1726
-0.8	0.3902	0.3902	-1.0	0.1426
-0.7	0.3902	0.3902	-0.8	0.1118
-0.5	0.3902	0.3902	-0.6	0.0803
