Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
16.4	0.7548	0.7547	15.2	0.4382
16.9	0.7546	0.7546	15.7	0.3243
17.4	0.7545	0.7544	16.2	0.2069
17.9	0.7543	0.7543	16.6	0.0883
18.4	0.7542	0.7541	17.1	-0.0307
19.0	0.7541	0.7540	17.6	-0.1497
19.5	0.7538	0.7538	18.1	-0.2682
20.0	0.7533	0.7533	18.5	-0.3848
20.5	0.7525	0.7524	19.0	-0.4965
Gap = 8
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-20.0	0.4996	0.4996	-18.5	0.2653
-19.5	0.5003	0.5003	-18.0	0.1864
-19.0	0.5007	0.5007	-17.6	0.1038
-18.5	0.5010	0.5010	-17.1	0.0195
-17.9	0.5012	0.5012	-16.6	-0.0650
-17.4	0.5014	0.5014	-16.1	-0.1482
-16.9	0.5015	0.5015	-15.7	-0.2283
-16.4	0.5016	0.5016	-15.2	-0.3032
-15.9	0.5017	0.5017	-14.7	-0.3704
-15.4	0.5018	0.5017	-14.2	-0.4272
-14.9	0.5018	0.5018	-13.8	-0.4709
-14.4	0.5018	0.5018	-13.3	-0.4990
-13.8	0.5018	0.5018	-12.8	-0.5100
-13.3	0.5018	0.5018	-12.3	-0.5032
-12.8	0.5018	0.5018	-11.9	-0.4792
-12.3	0.5019	0.5018	-11.4	-0.4393
-11.8	0.5019	0.5019	-10.9	-0.3856
-11.3	0.5019	0.5019	-10.4	-0.3208
-10.8	0.5019	0.5019	-10.0	-0.2478
-10.3	0.5019	0.5019	-9.5	-0.1692
-9.7	0.5019	0.5019	-9.0	-0.0870
-9.2	0.5019	0.5019	-8.5	-0.0032
-8.7	0.5019	0.5019	-8.1	0.0808
-8.2	0.5019	0.5019	-7.6	0.1633
-7.7	0.5020	0.5019	-7.1	0.2426
-7.2	0.5020	0.5020	-6.6	0.3166
-6.7	0.5020	0.5020	-6.2	0.3827
-6.2	0.5020	0.5020	-5.7	0.4381
-5.6	0.5020	0.5020	-5.2	0.4802
-5.1	0.5020	0.5019	-4.7	0.5065
-4.6	0.5019	0.5019	-4.3	0.5156
-4.1	0.5020	0.5019	-3.8	0.5070
-3.6	0.5020	0.5020	-3.3	0.4811
-3.1	0.5020	0.5020	-2.8	0.4395
-2.6	0.5020	0.5020	-2.4	0.3843
-2.1	0.5020	0.5020	-1.9	0.3183
-1.5	0.5020	0.5020	-1.4	0.2443
-1.0	0.5020	0.5020	-0.9	0.1648
-0.5	0.5020	0.5020	-0.5	0.0820
-0.0	0.5020	0.5020	0.0	-0.0023
0.5	0.5020	0.5020	0.5	-0.0865
1.0	0.5020	0.5020	1.0	-0.1691
1.5	0.5020	0.5020	1.4	-0.2484
2.0	0.5020	0.5020	1.9	-0.3220
2.6	0.5020	0.5020	2.4	-0.3875
3.1	0.5020	0.5020	2.9	-0.4421
3.6	0.5020	0.5020	3.3	-0.4829
4.1	0.5020	0.5019	3.8	-0.5079
4.6	0.5019	0.5019	4.3	-0.5156
5.1	0.5020	0.5019	4.8	-0.5055
5.6	0.5020	0.5020	5.2	-0.4783
6.1	0.5020	0.5020	5.7	-0.4355
6.7	0.5020	0.5020	6.2	-0.3794
7.2	0.5020	0.5020	6.7	-0.3128
7.7	0.5020	0.5019	7.1	-0.2385
8.2	0.5019	0.5019	7.6	-0.1589
8.7	0.5019	0.5019	8.1	-0.0763
9.2	0.5019	0.5019	8.6	0.0077
9.7	0.5019	0.5019	9.0	0.0915
10.2	0.5019	0.5019	9.5	0.1735
10.8	0.5019	0.5019	10.0	0.2519
11.3	0.5019	0.5019	10.5	0.3245
11.8	0.5019	0.5019	10.9	0.3887
12.3	0.5019	0.5018	11.4	0.4418
12.8	0.5018	0.5018	11.9	0.4809
13.3	0.5018	0.5018	12.4	0.5041
13.8	0.5018	0.5018	12.8	0.5098
14.3	0.5018	0.5018	13.3	0.4979
14.9	0.5018	0.5018	13.8	0.4689
15.4	0.5018	0.5017	14.3	0.4245
15.9	0.5017	0.5017	14.7	0.3671
16.4	0.5016	0.5016	15.2	0.2994
16.9	0.5015	0.5015	15.7	0.2241
17.4	0.5014	0.5014	16.2	0.1438
17.9	0.5012	0.5012	16.6	0.0605
18.4	0.5010	0.5010	17.1	-0.0240
19.0	0.5007	0.5007	17.6	-0.1083
19.5	0.5003	0.5003	18.1	-0.1907
20.0	0.4996	0.4996	18.5	-0.2693
20.5	0.4986	0.4986	19.0	-0.3420
Gap = 10
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-20.0	0.3368	0.3368	-18.5	0.1852
-19.5	0.3375	0.3375	-18.0	0.1313
-19.0	0.3380	0.3380	-17.6	0.0743
-18.5	0.3384	0.3384	-17.1	0.0155
-17.9	0.3387	0.3387	-16.6	-0.0435
-17.4	0.3389	0.3389	-16.1	-0.1012
-16.9	0.3390	0.3390	-15.7	-0.1561
-16.4	0.3391	0.3391	-15.2	-0.2067
-15.9	0.3392	0.3392	-14.7	-0.2514
-15.4	0.3393	0.3393	-14.2	-0.2885
-14.9	0.3393	0.3393	-13.8	-0.3166
-14.4	0.3393	0.3393	-13.3	-0.3346
-13.8	0.3394	0.3394	-12.8	-0.3417
-13.3	0.3394	0.3394	-12.3	-0.3375
-12.8	0.3394	0.3394	-11.9	-0.3223
-12.3	0.3394	0.3394	-11.4	-0.2967
-11.8	0.3394	0.3394	-10.9	-0.2618
-11.3	0.3394	0.3394	-10.4	-0.2192
-10.8	0.3395	0.3395	-10.0	-0.1702
-10.3	0.3395	0.3395	-9.5	-0.1165
-9.7	0.3395	0.3395	-9.0	-0.0598
-9.2	0.3395	0.3395	-8.5	-0.0014
-8.7	0.3395	0.3395	-8.1	0.0570
-8.2	0.3395	0.3395	-7.6	0.1141
-7.7	0.3395	0.3395	-7.1	0.1683
-7.2	0.3395	0.3395	-6.6	0.2181
-6.7	0.3395	0.3395	-6.2	0.2618
-6.2	0.3395	0.3395	-5.7	0.2978
-5.6	0.3395	0.3395	-5.2	0.3248
-5.1	0.3395	0.3395	-4.7	0.3415
-4.6	0.3395	0.3395	-4.3	0.3472
-4.1	0.3395	0.3395	-3.8	0.3417
-3.6	0.3395	0.3395	-3.3	0.3252
-3.1	0.3395	0.3395	-2.8	0.2984
-2.6	0.3395	0.3395	-2.4	0.2624
-2.1	0.3395	0.3395	-1.9	0.2187
-1.5	0.3395	0.3395	-1.4	0.1689
-1.0	0.3395	0.3395	-0.9	0.1145
-0.5	0.3395	0.3395	-0.5	0.0572
-0.0	0.3395	0.3395	0.0	-0.0016
0.5	0.3395	0.3395	0.5	-0.0603
1.0	0.3395	0.3395	1.0	-0.1175
1.5	0.3395	0.3395	1.4	-0.1717
2.0	0.3395	0.3395	1.9	-0.2212
2.6	0.3395	0.3395	2.4	-0.2645
3.1	0.3395	0.3395	2.9	-0.3000
3.6	0.3395	0.3395	3.3	-0.3263
4.1	0.3395	0.3395	3.8	-0.3423
4.6	0.3395	0.3395	4.3	-0.3472
5.1	0.3395	0.3395	4.8	-0.3409
5.6	0.3395	0.3395	5.2	-0.3236
6.1	0.3395	0.3395	5.7	-0.2961
6.7	0.3395	0.3395	6.2	-0.2596
7.2	0.3395	0.3395	6.7	-0.2156
7.7	0.3395	0.3395	7.1	-0.1655
8.2	0.3395	0.3395	7.6	-0.1111
8.7	0.3395	0.3395	8.1	-0.0539
9.2	0.3395	0.3395	8.6	0.0045
9.7	0.3395	0.3395	9.0	0.0628
10.2	0.3395	0.3395	9.5	0.1195
10.8	0.3395	0.3395	10.0	0.1729
11.3	0.3394	0.3394	10.5	0.2216
11.8	0.3394	0.3394	10.9	0.2639
12.3	0.3394	0.3394	11.4	0.2983
12.8	0.3394	0.3394	11.9	0.3233
13.3	0.3394	0.3394	12.4	0.3380
13.8	0.3394	0.3394	12.8	0.3416
14.3	0.3393	0.3393	13.3	0.3339
14.9	0.3393	0.3393	13.8	0.3154
15.4	0.3393	0.3393	14.3	0.2867
15.9	0.3392	0.3392	14.7	0.2492
16.4	0.3392	0.3391	15.2	0.2041
16.9	0.3390	0.3390	15.7	0.1533
17.4	0.3389	0.3389	16.2	0.0982
17.9	0.3387	0.3387	16.6	0.0403
18.4	0.3384	0.3384	17.1	-0.0187
19.0	0.3381	0.3381	17.6	-0.0774
19.5	0.3375	0.3375	18.1	-0.1343
20.0	0.3368	0.3368	18.5	-0.1879
20.5	0.3358	0.3358	19.0	-0.2366
Gap = 12
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-20.0	0.2288	0.2288	-18.5	0.1297
-19.5	0.2295	0.2295	-18.0	0.0926
-19.0	0.2300	0.2300	-17.6	0.0532
-18.5	0.2304	0.2304	-17.1	0.0124
-17.9	0.2307	0.2307	-16.6	-0.0285
-17.4	0.2310	0.2310	-16.1	-0.0685
-16.9	0.2311	0.2311	-15.7	-0.1064
-16.4	0.2312	0.2312	-15.2	-0.1410
-15.9	0.2313	0.2313	-14.7	-0.1713
-15.4	0.2314	0.2314	-14.2	-0.1963
-14.9	0.2315	0.2315	-13.8	-0.2152
-14.4	0.2315	0.2315	-13.3	-0.2272
-13.8	0.2315	0.2315	-12.8	-0.2319
-13.3	0.2315	0.2315	-12.3	-0.2292
-12.8	0.2316	0.2316	-11.9	-0.2191
-12.3	0.2316	0.2316	-11.4	-0.2021
-11.8	0.2316	0.2316	-10.9	-0.1788
-11.3	0.2316	0.2316	-10.4	-0.1500
-10.8	0.2316	0.2316	-10.0	-0.1166
-10.3	0.2316	0.2316	-9.5	-0.0798
-9.7	0.2316	0.2316	-9.0	-0.0407
-9.2	0.2316	0.2316	-8.5	-0.0003
-8.7	0.2316	0.2316	-8.1	0.0402
-8.2	0.2316	0.2316	-7.6	0.0796
-7.7	0.2316	0.2316	-7.1	0.1169
-7.2	0.2316	0.2316	-6.6	0.1508
-6.7	0.2316	0.2316	-6.2	0.1803
-6.2	0.2316	0.2316	-5.7	0.2045
-5.6	0.2316	0.2316	-5.2	0.2224
-5.1	0.2316	0.2316	-4.7	0.2334
-4.6	0.2316	0.2316	-4.3	0.2372
-4.1	0.2316	0.2316	-3.8	0.2335
-3.6	0.2317	0.2317	-3.3	0.2225
-3.1	0.2317	0.2317	-2.8	0.2046
-2.6	0.2317	0.2317	-2.4	0.1804
-2.1	0.2317	0.2317	-1.9	0.1508
-1.5	0.2317	0.2317	-1.4	0.1167
-1.0	0.2317	0.2317	-0.9	0.0793
-0.5	0.2317	0.2317	-0.5	0.0397
-0.0	0.2317	0.2317	0.0	-0.0011
0.5	0.2317	0.2317	0.5	-0.0418
1.0	0.2317	0.2317	1.0	-0.0814
1.5	0.2317	0.2317	1.4	-0.1186
2.0	0.2317	0.2317	1.9	-0.1525
2.6	0.2317	0.2317	2.4	-0.1818
3.1	0.2317	0.2317	2.9	-0.2057
3.6	0.2317	0.2317	3.3	-0.2232
4.1	0.2316	0.2316	3.8	-0.2339
4.6	0.2316	0.2316	4.3	-0.2372
5.1	0.2316	0.2316	4.8	-0.2330
5.6	0.2316	0.2316	5.2	-0.2216
6.1	0.2316	0.2316	5.7	-0.2033
6.7	0.2316	0.2316	6.2	-0.1789
7.2	0.2316	0.2316	6.7	-0.1491
7.7	0.2316	0.2316	7.1	-0.1150
8.2	0.2316	0.2316	7.6	-0.0776
8.7	0.2316	0.2316	8.1	-0.0381
9.2	0.2316	0.2316	8.6	0.0024
9.7	0.2316	0.2316	9.0	0.0428
10.2	0.2316	0.2316	9.5	0.0819
10.8	0.2316	0.2316	10.0	0.1185
11.3	0.2316	0.2316	10.5	0.1517
11.8	0.2316	0.2316	10.9	0.1802
12.3	0.2316	0.2316	11.4	0.2032
12.8	0.2316	0.2316	11.9	0.2199
13.3	0.2315	0.2315	12.4	0.2295
13.8	0.2315	0.2315	12.8	0.2318
14.3	0.2315	0.2315	13.3	0.2267
14.9	0.2315	0.2315	13.8	0.2143
15.4	0.2314	0.2314	14.3	0.1951
15.9	0.2313	0.2313	14.7	0.1698
16.4	0.2313	0.2312	15.2	0.1392
16.9	0.2311	0.2311	15.7	0.1044
17.4	0.2310	0.2310	16.2	0.0664
17.9	0.2307	0.2307	16.6	0.0264
18.4	0.2304	0.2304	17.1	-0.0146
19.0	0.2301	0.2301	17.6	-0.0553
19.5	0.2295	0.2295	18.1	-0.0947
20.0	0.2288	0.2288	18.5	-0.1315
20.5	0.2279	0.2279	19.0	-0.1648
