Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-3.3	1.3817	1.3817	-4.1	1.3767
-3.1	1.3817	1.3817	-3.8	1.3552
-2.9	1.3817	1.3817	-3.6	1.3172
-2.7	1.3817	1.3817	-3.4	1.2638
-2.5	1.3817	1.3817	-3.1	1.1968
-2.4	1.3817	1.3817	-2.9	1.1183
-2.2	1.3817	1.3817	-2.7	1.0314
-2.0	1.3817	1.3817	-2.4	0.9388
-1.8	1.3817	1.3817	-2.2	0.8433
-1.6	1.3817	1.3817	-2.0	0.7471
-1.4	1.3817	1.3817	-1.7	0.6518
-1.2	1.3817	1.3817	-1.5	0.5584
-1.0	1.3817	1.3817	-1.3	0.4672
-0.8	1.3817	1.3817	-1.0	0.3785
-0.7	1.3817	1.3817	-0.8	0.2919
-0.5	1.3817	1.3817	-0.6	0.2071
-0.3	1.3817	1.3817	-0.3	0.1237
-0.1	1.3817	1.3817	-0.1	0.0411
0.1	1.3817	1.3817	0.1	-0.0411
0.3	1.3817	1.3817	0.3	-0.1237
0.5	1.3817	1.3817	0.6	-0.2071
0.7	1.3817	1.3817	0.8	-0.2919
0.8	1.3817	1.3817	1.0	-0.3785
1.0	1.3817	1.3817	1.3	-0.4672
1.2	1.3817	1.3817	1.5	-0.5584
1.4	1.3817	1.3817	1.7	-0.6518
1.6	1.3817	1.3817	2.0	-0.7471
1.8	1.3817	1.3817	2.2	-0.8433
2.0	1.3817	1.3817	2.4	-0.9388
2.2	1.3817	1.3817	2.7	-1.0314
2.4	1.3817	1.3817	2.9	-1.1183
2.5	1.3817	1.3817	3.1	-1.1968
2.7	1.3817	1.3817	3.4	-1.2638
2.9	1.3817	1.3817	3.6	-1.3172
3.1	1.3817	1.3817	3.8	-1.3552
3.3	1.3817	1.3817	4.1	-1.3767
3.5	1.3817	1.3817	4.3	-1.3812
3.7	1.3817	1.3817	4.5	-1.3686
3.9	1.3817	1.3817	4.8	-1.3392
4.1	1.3817	1.3817	5.0	-1.2938
4.2	1.3817	1.3817	5.2	-1.2337
4.4	1.3817	1.3817	5.5	-1.1610
4.6	1.3817	1.3817	5.7	-1.0782
4.8	1.3817	1.3817	5.9	-0.9882
5.0	1.3817	1.3817	6.2	-0.8940
5.2	1.3817	1.3817	6.4	-0.7980
5.4	1.3817	1.3817	6.6	-0.7021
5.6	1.3817	1.3817	6.9	-0.6077
5.8	1.3817	1.3817	7.1	-0.5153
5.9	1.3817	1.3817	7.3	-0.4254
6.1	1.3817	1.3817	7.6	-0.3378
6.3	1.3817	1.3817	7.8	-0.2522
6.5	1.3817	1.3817	8.0	-0.1682
6.7	1.3817	1.3817	8.3	-0.0854
6.9	1.3817	1.3817	8.5	-0.0031
7.1	1.3817	1.3817	8.7	0.0792
7.3	1.3817	1.3817	9.0	0.1620
7.5	1.3817	1.3817	9.2	0.2459
7.6	1.3817	1.3817	9.4	0.3314
7.8	1.3817	1.3817	9.7	0.4189
8.0	1.3817	1.3817	9.9	0.5087
8.2	1.3817	1.3817	10.1	0.6008
8.4	1.3817	1.3817	10.4	0.6951
8.6	1.3817	1.3817	10.6	0.7909
8.8	1.3817	1.3817	10.8	0.8869
9.0	1.3817	1.3817	11.1	0.9813
9.2	1.3816	1.3816	11.3	1.0715
9.3	1.3816	1.3816	11.5	1.1548
9.5	1.3816	1.3816	11.8	1.2281
9.7	1.3816	1.3816	12.0	1.2889
9.9	1.3816	1.3816	12.2	1.3351
10.1	1.3816	1.3816	12.4	1.3654
10.3	1.3816	1.3816	12.7	1.3789
10.5	1.3816	1.3816	12.9	1.3753
10.7	1.3816	1.3816	13.1	1.3547
10.8	1.3816	1.3816	13.4	1.3176
11.0	1.3816	1.3816	13.6	1.2650
11.2	1.3816	1.3816	13.8	1.1987
11.4	1.3816	1.3816	14.1	1.1208
11.6	1.3816	1.3816	14.3	1.0342
11.8	1.3816	1.3816	14.5	0.9418
12.0	1.3816	1.3816	14.8	0.8464
12.2	1.3816	1.3816	15.0	0.7502
12.4	1.3816	1.3816	15.2	0.6548
12.5	1.3816	1.3816	15.5	0.5612
12.7	1.3816	1.3816	15.7	0.4699
12.9	1.3816	1.3816	15.9	0.3810
13.1	1.3816	1.3816	16.2	0.2943
13.3	1.3815	1.3815	16.4	0.2093
13.5	1.3815	1.3815	16.6	0.1258
13.7	1.3815	1.3815	16.9	0.0431
13.9	1.3815	1.3815	17.1	-0.0392
14.1	1.3815	1.3815	17.3	-0.1219
14.2	1.3815	1.3815	17.6	-0.2053
14.4	1.3815	1.3815	17.8	-0.2901
14.6	1.3814	1.3814	18.0	-0.3766
14.8	1.3814	1.3814	18.3	-0.4654
15.0	1.3814	1.3814	18.5	-0.5565
Gap = 6
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.8929	0.8929	-18.5	0.4215
-14.8	0.8929	0.8929	-18.3	0.3578
-14.6	0.8929	0.8929	-18.0	0.2935
-14.4	0.8930	0.8930	-17.8	0.2289
-14.2	0.8930	0.8930	-17.6	0.1641
-14.1	0.8930	0.8930	-17.3	0.0993
-13.9	0.8931	0.8931	-17.1	0.0344
-13.7	0.8931	0.8931	-16.9	-0.0304
-13.5	0.8931	0.8931	-16.6	-0.0952
-13.3	0.8931	0.8931	-16.4	-0.1599
-13.1	0.8931	0.8931	-16.2	-0.2246
-12.9	0.8932	0.8932	-15.9	-0.2890
-12.7	0.8932	0.8932	-15.7	-0.3531
-12.5	0.8932	0.8932	-15.5	-0.4166
-12.4	0.8932	0.8932	-15.2	-0.4790
-12.2	0.8932	0.8932	-15.0	-0.5398
-12.0	0.8932	0.8932	-14.8	-0.5984
-11.8	0.8932	0.8932	-14.5	-0.6540
-11.6	0.8933	0.8933	-14.3	-0.7058
-11.4	0.8933	0.8933	-14.1	-0.7528
-11.2	0.8933	0.8933	-13.8	-0.7940
-11.0	0.8933	0.8933	-13.6	-0.8286
-10.8	0.8933	0.8933	-13.4	-0.8558
-10.7	0.8933	0.8933	-13.1	-0.8749
-10.5	0.8933	0.8933	-12.9	-0.8856
-10.3	0.8933	0.8933	-12.7	-0.8875
-10.1	0.8933	0.8933	-12.4	-0.8806
-9.9	0.8933	0.8933	-12.2	-0.8651
-9.7	0.8933	0.8933	-12.0	-0.8413
-9.5	0.8933	0.8933	-11.8	-0.8098
-9.3	0.8933	0.8933	-11.5	-0.7714
-9.2	0.8933	0.8933	-11.3	-0.7268
-9.0	0.8933	0.8933	-11.1	-0.6771
-8.8	0.8933	0.8933	-10.8	-0.6232
-8.6	0.8933	0.8933	-10.6	-0.5659
-8.4	0.8933	0.8933	-10.4	-0.5061
-8.2	0.8933	0.8933	-10.1	-0.4445
-8.0	0.8933	0.8933	-9.9	-0.3817
-7.8	0.8933	0.8933	-9.7	-0.3180
-7.6	0.8933	0.8933	-9.4	-0.2540
-7.5	0.8933	0.8933	-9.2	-0.1896
-7.3	0.8933	0.8933	-9.0	-0.1252
-7.1	0.8933	0.8933	-8.7	-0.0607
-6.9	0.8933	0.8933	-8.5	0.0039
-6.7	0.8933	0.8933	-8.3	0.0684
-6.5	0.8933	0.8933	-8.0	0.1329
-6.3	0.8933	0.8933	-7.8	0.1974
-6.1	0.8933	0.8933	-7.6	0.2618
-5.9	0.8933	0.8933	-7.3	0.3259
-5.8	0.8934	0.8934	-7.1	0.3896
-5.6	0.8934	0.8934	-6.9	0.4524
-5.4	0.8934	0.8934	-6.6	0.5141
-5.2	0.8934	0.8934	-6.4	0.5738
-5.0	0.8934	0.8934	-6.2	0.6311
-4.8	0.8934	0.8934	-5.9	0.6849
-4.6	0.8934	0.8934	-5.7	0.7345
-4.4	0.8934	0.8934	-5.5	0.7788
-4.2	0.8934	0.8934	-5.2	0.8170
-4.1	0.8934	0.8934	-5.0	0.8481
-3.9	0.8934	0.8934	-4.8	0.8715
-3.7	0.8934	0.8934	-4.5	0.8867
-3.5	0.8934	0.8934	-4.3	0.8931
-3.3	0.8934	0.8934	-4.1	0.8908
-3.1	0.8934	0.8934	-3.8	0.8796
-2.9	0.8934	0.8934	-3.6	0.8600
-2.7	0.8934	0.8934	-3.4	0.8324
-2.5	0.8934	0.8934	-3.1	0.7974
-2.4	0.8934	0.8934	-2.9	0.7557
-2.2	0.8934	0.8934	-2.7	0.7084
-2.0	0.8934	0.8934	-2.4	0.6564
-1.8	0.8934	0.8934	-2.2	0.6006
-1.6	0.8934	0.8934	-2.0	0.5418
-1.4	0.8934	0.8934	-1.7	0.4808
-1.2	0.8934	0.8934	-1.5	0.4184
-1.0	0.8934	0.8934	-1.3	0.3549
-0.8	0.8934	0.8934	-1.0	0.2908
-0.7	0.8934	0.8934	-0.8	0.2263
-0.5	0.8934	0.8934	-0.6	0.1617
-0.3	0.8934	0.8934	-0.3	0.0971
-0.1	0.8934	0.8934	-0.1	0.0324
0.1	0.8934	0.8934	0.1	-0.0324
0.3	0.8934	0.8934	0.3	-0.0971
0.5	0.8934	0.8934	0.6	-0.1617
0.7	0.8934	0.8934	0.8	-0.2263
0.8	0.8934	0.8934	1.0	-0.2908
1.0	0.8934	0.8934	1.3	-0.3549
1.2	0.8934	0.8934	1.5	-0.4184
1.4	0.8934	0.8934	1.7	-0.4808
1.6	0.8934	0.8934	2.0	-0.5418
1.8	0.8934	0.8934	2.2	-0.6006
2.0	0.8934	0.8934	2.4	-0.6564
2.2	0.8934	0.8934	2.7	-0.7085
2.4	0.8934	0.8934	2.9	-0.7557
2.5	0.8934	0.8934	3.1	-0.7974
2.7	0.8934	0.8934	3.4	-0.8324
2.9	0.8934	0.8934	3.6	-0.8600
3.1	0.8934	0.8934	3.8	-0.8796
3.3	0.8934	0.8934	4.1	-0.8908
3.5	0.8934	0.8934	4.3	-0.8931
3.7	0.8934	0.8934	4.5	-0.8867
3.9	0.8934	0.8934	4.8	-0.8715
4.1	0.8934	0.8934	5.0	-0.8481
4.2	0.8934	0.8934	5.2	-0.8170
4.4	0.8934	0.8934	5.5	-0.7788
4.6	0.8934	0.8934	5.7	-0.7345
4.8	0.8934	0.8934	5.9	-0.6849
5.0	0.8934	0.8934	6.2	-0.6311
5.2	0.8934	0.8934	6.4	-0.5738
5.4	0.8934	0.8934	6.6	-0.5141
5.6	0.8934	0.8934	6.9	-0.4524
5.8	0.8934	0.8934	7.1	-0.3896
5.9	0.8933	0.8933	7.3	-0.3259
6.1	0.8933	0.8933	7.6	-0.2618
6.3	0.8933	0.8933	7.8	-0.1974
6.5	0.8933	0.8933	8.0	-0.1329
6.7	0.8933	0.8933	8.3	-0.0684
6.9	0.8933	0.8933	8.5	-0.0039
7.1	0.8933	0.8933	8.7	0.0607
7.3	0.8933	0.8933	9.0	0.1252
7.5	0.8933	0.8933	9.2	0.1896
7.6	0.8933	0.8933	9.4	0.2540
7.8	0.8933	0.8933	9.7	0.3180
8.0	0.8933	0.8933	9.9	0.3817
8.2	0.8933	0.8933	10.1	0.4445
8.4	0.8933	0.8933	10.4	0.5061
8.6	0.8933	0.8933	10.6	0.5659
8.8	0.8933	0.8933	10.8	0.6232
9.0	0.8933	0.8933	11.1	0.6771
9.2	0.8933	0.8933	11.3	0.7268
9.3	0.8933	0.8933	11.5	0.7714
9.5	0.8933	0.8933	11.8	0.8098
9.7	0.8933	0.8933	12.0	0.8413
9.9	0.8933	0.8933	12.2	0.8651
10.1	0.8933	0.8933	12.4	0.8806
10.3	0.8933	0.8933	12.7	0.8875
10.5	0.8933	0.8933	12.9	0.8856
10.7	0.8933	0.8933	13.1	0.8749
10.8	0.8933	0.8933	13.4	0.8558
11.0	0.8933	0.8933	13.6	0.8286
11.2	0.8933	0.8933	13.8	0.7940
11.4	0.8933	0.8933	14.1	0.7528
11.6	0.8933	0.8933	14.3	0.7058
11.8	0.8932	0.8932	14.5	0.6540
12.0	0.8932	0.8932	14.8	0.5984
12.2	0.8932	0.8932	15.0	0.5398
12.4	0.8932	0.8932	15.2	0.4790
12.5	0.8932	0.8932	15.5	0.4166
12.7	0.8932	0.8932	15.7	0.3531
12.9	0.8932	0.8932	15.9	0.2890
13.1	0.8931	0.8931	16.2	0.2246
13.3	0.8931	0.8931	16.4	0.1599
13.5	0.8931	0.8931	16.6	0.0952
13.7	0.8931	0.8931	16.9	0.0304
13.9	0.8931	0.8931	17.1	-0.0344
14.1	0.8930	0.8930	17.3	-0.0993
14.2	0.8930	0.8930	17.6	-0.1641
14.4	0.8930	0.8930	17.8	-0.2289
14.6	0.8929	0.8929	18.0	-0.2935
14.8	0.8929	0.8929	18.3	-0.3578
15.0	0.8929	0.8929	18.5	-0.4215
Gap = 8
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.5790	0.5790	-18.5	0.2953
-14.8	0.5791	0.5791	-18.3	0.2527
-14.6	0.5791	0.5791	-18.0	0.2090
-14.4	0.5792	0.5792	-17.8	0.1643
-14.2	0.5792	0.5792	-17.6	0.1189
-14.1	0.5792	0.5792	-17.3	0.0731
-13.9	0.5793	0.5793	-17.1	0.0270
-13.7	0.5793	0.5793	-16.9	-0.0191
-13.5	0.5793	0.5793	-16.6	-0.0651
-13.3	0.5794	0.5794	-16.4	-0.1108
-13.1	0.5794	0.5794	-16.2	-0.1561
-12.9	0.5794	0.5794	-15.9	-0.2006
-12.7	0.5794	0.5794	-15.7	-0.2441
-12.5	0.5794	0.5794	-15.5	-0.2865
-12.4	0.5795	0.5795	-15.2	-0.3273
-12.2	0.5795	0.5795	-15.0	-0.3662
-12.0	0.5795	0.5795	-14.8	-0.4029
-11.8	0.5795	0.5795	-14.5	-0.4370
-11.6	0.5795	0.5795	-14.3	-0.4681
-11.4	0.5795	0.5795	-14.1	-0.4959
-11.2	0.5795	0.5795	-13.8	-0.5199
-11.0	0.5795	0.5795	-13.6	-0.5397
-10.8	0.5796	0.5796	-13.4	-0.5552
-10.7	0.5796	0.5796	-13.1	-0.5661
-10.5	0.5796	0.5796	-12.9	-0.5721
-10.3	0.5796	0.5796	-12.7	-0.5732
-10.1	0.5796	0.5796	-12.4	-0.5694
-9.9	0.5796	0.5796	-12.2	-0.5607
-9.7	0.5796	0.5796	-12.0	-0.5473
-9.5	0.5796	0.5796	-11.8	-0.5294
-9.3	0.5796	0.5796	-11.5	-0.5072
-9.2	0.5796	0.5796	-11.3	-0.4812
-9.0	0.5796	0.5796	-11.1	-0.4516
-8.8	0.5796	0.5796	-10.8	-0.4189
-8.6	0.5796	0.5796	-10.6	-0.3835
-8.4	0.5796	0.5796	-10.4	-0.3456
-8.2	0.5796	0.5796	-10.1	-0.3058
-8.0	0.5796	0.5796	-9.9	-0.2643
-7.8	0.5796	0.5796	-9.7	-0.2214
-7.6	0.5796	0.5796	-9.4	-0.1775
-7.5	0.5796	0.5796	-9.2	-0.1328
-7.3	0.5796	0.5796	-9.0	-0.0875
-7.1	0.5796	0.5796	-8.7	-0.0419
-6.9	0.5796	0.5796	-8.5	0.0040
-6.7	0.5796	0.5796	-8.3	0.0498
-6.5	0.5796	0.5796	-8.0	0.0954
-6.3	0.5796	0.5796	-7.8	0.1407
-6.1	0.5796	0.5796	-7.6	0.1854
-5.9	0.5796	0.5796	-7.3	0.2293
-5.8	0.5797	0.5797	-7.1	0.2721
-5.6	0.5797	0.5797	-6.9	0.3136
-5.4	0.5797	0.5797	-6.6	0.3534
-5.2	0.5797	0.5797	-6.4	0.3912
-5.0	0.5797	0.5797	-6.2	0.4266
-4.8	0.5797	0.5797	-5.9	0.4592
-4.6	0.5797	0.5797	-5.7	0.4887
-4.4	0.5797	0.5797	-5.5	0.5146
-4.2	0.5797	0.5797	-5.2	0.5366
-4.1	0.5797	0.5797	-5.0	0.5543
-3.9	0.5797	0.5797	-4.8	0.5675
-3.7	0.5797	0.5797	-4.5	0.5760
-3.5	0.5797	0.5797	-4.3	0.5795
-3.3	0.5797	0.5797	-4.1	0.5782
-3.1	0.5797	0.5797	-3.8	0.5719
-2.9	0.5797	0.5797	-3.6	0.5608
-2.7	0.5797	0.5797	-3.4	0.5451
-2.5	0.5797	0.5797	-3.1	0.5250
-2.4	0.5797	0.5797	-2.9	0.5008
-2.2	0.5797	0.5797	-2.7	0.4728
-2.0	0.5797	0.5797	-2.4	0.4415
-1.8	0.5797	0.5797	-2.2	0.4072
-1.6	0.5797	0.5797	-2.0	0.3704
-1.4	0.5797	0.5797	-1.7	0.3313
-1.2	0.5797	0.5797	-1.5	0.2904
-1.0	0.5797	0.5797	-1.3	0.2480
-0.8	0.5797	0.5797	-1.0	0.2044
-0.7	0.5797	0.5797	-0.8	0.1599
-0.5	0.5797	0.5797	-0.6	0.1147
-0.3	0.5797	0.5797	-0.3	0.0690
-0.1	0.5797	0.5797	-0.1	0.0230
0.1	0.5797	0.5797	0.1	-0.0230
0.3	0.5797	0.5797	0.3	-0.0690
0.5	0.5797	0.5797	0.6	-0.1147
0.7	0.5797	0.5797	0.8	-0.1599
0.8	0.5797	0.5797	1.0	-0.2044
1.0	0.5797	0.5797	1.3	-0.2480
1.2	0.5797	0.5797	1.5	-0.2904
1.4	0.5797	0.5797	1.7	-0.3313
1.6	0.5797	0.5797	2.0	-0.3704
1.8	0.5797	0.5797	2.2	-0.4072
2.0	0.5797	0.5797	2.4	-0.4415
2.2	0.5797	0.5797	2.7	-0.4728
2.4	0.5797	0.5797	2.9	-0.5008
2.5	0.5797	0.5797	3.1	-0.5250
2.7	0.5797	0.5797	3.4	-0.5451
2.9	0.5797	0.5797	3.6	-0.5608
3.1	0.5797	0.5797	3.8	-0.5719
3.3	0.5797	0.5797	4.1	-0.5782
3.5	0.5797	0.5797	4.3	-0.5795
3.7	0.5797	0.5797	4.5	-0.5760
3.9	0.5797	0.5797	4.8	-0.5675
4.1	0.5797	0.5797	5.0	-0.5543
4.2	0.5797	0.5797	5.2	-0.5366
4.4	0.5797	0.5797	5.5	-0.5146
4.6	0.5797	0.5797	5.7	-0.4887
4.8	0.5797	0.5797	5.9	-0.4592
5.0	0.5797	0.5797	6.2	-0.4266
5.2	0.5797	0.5797	6.4	-0.3912
5.4	0.5797	0.5797	6.6	-0.3534
5.6	0.5797	0.5797	6.9	-0.3136
5.8	0.5797	0.5797	7.1	-0.2721
5.9	0.5796	0.5796	7.3	-0.2293
6.1	0.5796	0.5796	7.6	-0.1854
6.3	0.5796	0.5796	7.8	-0.1407
6.5	0.5796	0.5796	8.0	-0.0954
6.7	0.5796	0.5796	8.3	-0.0498
6.9	0.5796	0.5796	8.5	-0.0040
7.1	0.5796	0.5796	8.7	0.0419
7.3	0.5796	0.5796	9.0	0.0875
7.5	0.5796	0.5796	9.2	0.1328
7.6	0.5796	0.5796	9.4	0.1775
7.8	0.5796	0.5796	9.7	0.2214
8.0	0.5796	0.5796	9.9	0.2643
8.2	0.5796	0.5796	10.1	0.3058
8.4	0.5796	0.5796	10.4	0.3456
8.6	0.5796	0.5796	10.6	0.3835
8.8	0.5796	0.5796	10.8	0.4189
9.0	0.5796	0.5796	11.1	0.4516
9.2	0.5796	0.5796	11.3	0.4812
9.3	0.5796	0.5796	11.5	0.5072
9.5	0.5796	0.5796	11.8	0.5294
9.7	0.5796	0.5796	12.0	0.5473
9.9	0.5796	0.5796	12.2	0.5607
10.1	0.5796	0.5796	12.4	0.5694
10.3	0.5796	0.5796	12.7	0.5732
10.5	0.5796	0.5796	12.9	0.5721
10.7	0.5796	0.5796	13.1	0.5661
10.8	0.5796	0.5796	13.4	0.5552
11.0	0.5795	0.5795	13.6	0.5397
11.2	0.5795	0.5795	13.8	0.5199
11.4	0.5795	0.5795	14.1	0.4959
11.6	0.5795	0.5795	14.3	0.4681
11.8	0.5795	0.5795	14.5	0.4370
12.0	0.5795	0.5795	14.8	0.4029
12.2	0.5795	0.5795	15.0	0.3662
12.4	0.5795	0.5795	15.2	0.3273
12.5	0.5794	0.5794	15.5	0.2865
12.7	0.5794	0.5794	15.7	0.2441
12.9	0.5794	0.5794	15.9	0.2006
13.1	0.5794	0.5794	16.2	0.1561
13.3	0.5794	0.5794	16.4	0.1108
13.5	0.5793	0.5793	16.6	0.0651
13.7	0.5793	0.5793	16.9	0.0191
13.9	0.5793	0.5793	17.1	-0.0270
14.1	0.5792	0.5792	17.3	-0.0731
14.2	0.5792	0.5792	17.6	-0.1189
14.4	0.5792	0.5792	17.8	-0.1643
14.6	0.5791	0.5791	18.0	-0.2090
14.8	0.5791	0.5791	18.3	-0.2527
15.0	0.5790	0.5790	18.5	-0.2953
Gap = 10
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.3873	0.3873	-18.5	0.2062
-14.8	0.3873	0.3873	-18.3	0.1773
-14.6	0.3874	0.3874	-18.0	0.1474
-14.4	0.3874	0.3874	-17.8	0.1166
-14.2	0.3875	0.3875	-17.6	0.0852
-14.1	0.3875	0.3875	-17.3	0.0534
-13.9	0.3876	0.3876	-17.1	0.0212
-13.7	0.3876	0.3876	-16.9	-0.0110
-13.5	0.3876	0.3876	-16.6	-0.0431
-13.3	0.3877	0.3877	-16.4	-0.0748
-13.1	0.3877	0.3877	-16.2	-0.1062
-12.9	0.3877	0.3877	-15.9	-0.1368
-12.7	0.3877	0.3877	-15.7	-0.1665
-12.5	0.3878	0.3878	-15.5	-0.1952
-12.4	0.3878	0.3878	-15.2	-0.2226
-12.2	0.3878	0.3878	-15.0	-0.2485
-12.0	0.3878	0.3878	-14.8	-0.2726
-11.8	0.3878	0.3878	-14.5	-0.2948
-11.6	0.3878	0.3878	-14.3	-0.3149
-11.4	0.3879	0.3879	-14.1	-0.3327
-11.2	0.3879	0.3879	-13.8	-0.3479
-11.0	0.3879	0.3879	-13.6	-0.3605
-10.8	0.3879	0.3879	-13.4	-0.3702
-10.7	0.3879	0.3879	-13.1	-0.3770
-10.5	0.3879	0.3879	-12.9	-0.3808
-10.3	0.3879	0.3879	-12.7	-0.3815
-10.1	0.3879	0.3879	-12.4	-0.3792
-9.9	0.3879	0.3879	-12.2	-0.3738
-9.7	0.3879	0.3879	-12.0	-0.3655
-9.5	0.3879	0.3879	-11.8	-0.3543
-9.3	0.3879	0.3879	-11.5	-0.3404
-9.2	0.3879	0.3879	-11.3	-0.3238
-9.0	0.3880	0.3880	-11.1	-0.3049
-8.8	0.3880	0.3880	-10.8	-0.2838
-8.6	0.3880	0.3880	-10.6	-0.2606
-8.4	0.3880	0.3880	-10.4	-0.2356
-8.2	0.3880	0.3880	-10.1	-0.2091
-8.0	0.3880	0.3880	-9.9	-0.1812
-7.8	0.3880	0.3880	-9.7	-0.1521
-7.6	0.3880	0.3880	-9.4	-0.1220
-7.5	0.3880	0.3880	-9.2	-0.0912
-7.3	0.3880	0.3880	-9.0	-0.0599
-7.1	0.3880	0.3880	-8.7	-0.0281
-6.9	0.3880	0.3880	-8.5	0.0038
-6.7	0.3880	0.3880	-8.3	0.0357
-6.5	0.3880	0.3880	-8.0	0.0674
-6.3	0.3880	0.3880	-7.8	0.0988
-6.1	0.3880	0.3880	-7.6	0.1296
-5.9	0.3880	0.3880	-7.3	0.1596
-5.8	0.3880	0.3880	-7.1	0.1887
-5.6	0.3880	0.3880	-6.9	0.2166
-5.4	0.3880	0.3880	-6.6	0.2431
-5.2	0.3880	0.3880	-6.4	0.2680
-5.0	0.3880	0.3880	-6.2	0.2911
-4.8	0.3880	0.3880	-5.9	0.3122
-4.6	0.3880	0.3880	-5.7	0.3310
-4.4	0.3880	0.3880	-5.5	0.3474
-4.2	0.3880	0.3880	-5.2	0.3613
-4.1	0.3880	0.3880	-5.0	0.3723
-3.9	0.3880	0.3880	-4.8	0.3805
-3.7	0.3880	0.3880	-4.5	0.3858
-3.5	0.3880	0.3880	-4.3	0.3879
-3.3	0.3880	0.3880	-4.1	0.3871
-3.1	0.3880	0.3880	-3.8	0.3831
-2.9	0.3880	0.3880	-3.6	0.3762
-2.7	0.3880	0.3880	-3.4	0.3663
-2.5	0.3880	0.3880	-3.1	0.3536
-2.4	0.3880	0.3880	-2.9	0.3383
-2.2	0.3880	0.3880	-2.7	0.3204
-2.0	0.3880	0.3880	-2.4	0.3002
-1.8	0.3880	0.3880	-2.2	0.2779
-1.6	0.3880	0.3880	-2.0	0.2537
-1.4	0.3880	0.3880	-1.7	0.2277
-1.2	0.3880	0.3880	-1.5	0.2003
-1.0	0.3880	0.3880	-1.3	0.1716
-0.8	0.3880	0.3880	-1.0	0.1418
-0.7	0.3880	0.3880	-0.8	0.1112
-0.5	0.3880	0.3880	-0.6	0.0799
