Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-0.3	0.3880	0.3880	-0.3	0.0481
-0.1	0.3880	0.3880	-0.1	0.0161
0.1	0.3880	0.3880	0.1	-0.0161
0.3	0.3880	0.3880	0.3	-0.0481
0.5	0.3880	0.3880	0.6	-0.0799
0.7	0.3880	0.3880	0.8	-0.1112
0.8	0.3880	0.3880	1.0	-0.1418
1.0	0.3880	0.3880	1.3	-0.1716
1.2	0.3880	0.3880	1.5	-0.2003
1.4	0.3880	0.3880	1.7	-0.2277
1.6	0.3880	0.3880	2.0	-0.2537
1.8	0.3880	0.3880	2.2	-0.2779
2.0	0.3880	0.3880	2.4	-0.3002
2.2	0.3880	0.3880	2.7	-0.3204
2.4	0.3880	0.3880	2.9	-0.3383
2.5	0.3880	0.3880	3.1	-0.3536
2.7	0.3880	0.3880	3.4	-0.3663
2.9	0.3880	0.3880	3.6	-0.3762
3.1	0.3880	0.3880	3.8	-0.3831
3.3	0.3880	0.3880	4.1	-0.3871
3.5	0.3880	0.3880	4.3	-0.3879
3.7	0.3880	0.3880	4.5	-0.3858
3.9	0.3880	0.3880	4.8	-0.3805
4.1	0.3880	0.3880	5.0	-0.3723
4.2	0.3880	0.3880	5.2	-0.3613
4.4	0.3880	0.3880	5.5	-0.3474
4.6	0.3880	0.3880	5.7	-0.3310
4.8	0.3880	0.3880	5.9	-0.3122
5.0	0.3880	0.3880	6.2	-0.2911
5.2	0.3880	0.3880	6.4	-0.2680
5.4	0.3880	0.3880	6.6	-0.2431
5.6	0.3880	0.3880	6.9	-0.2166
5.8	0.3880	0.3880	7.1	-0.1887
5.9	0.3880	0.3880	7.3	-0.1596
6.1	0.3880	0.3880	7.6	-0.1296
6.3	0.3880	0.3880	7.8	-0.0988
6.5	0.3880	0.3880	8.0	-0.0674
6.7	0.3880	0.3880	8.3	-0.0357
6.9	0.3880	0.3880	8.5	-0.0038
7.1	0.3880	0.3880	8.7	0.0281
7.3	0.3880	0.3880	9.0	0.0599
7.5	0.3880	0.3880	9.2	0.0912
7.6	0.3880	0.3880	9.4	0.1220
7.8	0.3880	0.3880	9.7	0.1521
8.0	0.3880	0.3880	9.9	0.1812
8.2	0.3880	0.3880	10.1	0.2091
8.4	0.3880	0.3880	10.4	0.2356
8.6	0.3880	0.3880	10.6	0.2606
8.8	0.3880	0.3880	10.8	0.2838
9.0	0.3880	0.3880	11.1	0.3049
9.2	0.3879	0.3879	11.3	0.3239
9.3	0.3879	0.3879	11.5	0.3404
9.5	0.3879	0.3879	11.8	0.3543
9.7	0.3879	0.3879	12.0	0.3655
9.9	0.3879	0.3879	12.2	0.3738
10.1	0.3879	0.3879	12.4	0.3792
10.3	0.3879	0.3879	12.7	0.3815
10.5	0.3879	0.3879	12.9	0.3808
10.7	0.3879	0.3879	13.1	0.3770
10.8	0.3879	0.3879	13.4	0.3702
11.0	0.3879	0.3879	13.6	0.3605
11.2	0.3879	0.3879	13.8	0.3479
11.4	0.3879	0.3879	14.1	0.3327
11.6	0.3878	0.3878	14.3	0.3149
11.8	0.3878	0.3878	14.5	0.2948
12.0	0.3878	0.3878	14.8	0.2726
12.2	0.3878	0.3878	15.0	0.2485
12.4	0.3878	0.3878	15.2	0.2226
12.5	0.3878	0.3878	15.5	0.1952
12.7	0.3877	0.3877	15.7	0.1665
12.9	0.3877	0.3877	15.9	0.1368
13.1	0.3877	0.3877	16.2	0.1062
13.3	0.3877	0.3877	16.4	0.0748
13.5	0.3876	0.3876	16.6	0.0431
13.7	0.3876	0.3876	16.9	0.0110
13.9	0.3876	0.3876	17.1	-0.0212
14.1	0.3875	0.3875	17.3	-0.0534
14.2	0.3875	0.3875	17.6	-0.0852
14.4	0.3874	0.3874	17.8	-0.1166
14.6	0.3874	0.3874	18.0	-0.1474
14.8	0.3873	0.3873	18.3	-0.1773
15.0	0.3873	0.3873	18.5	-0.2062
Gap = 12
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.2637	0.2637	-18.5	0.1446
-14.8	0.2637	0.2637	-18.3	0.1248
-14.6	0.2638	0.2638	-18.0	0.1042
-14.4	0.2638	0.2638	-17.8	0.0830
-14.2	0.2639	0.2639	-17.6	0.0612
-14.1	0.2639	0.2639	-17.3	0.0391
-13.9	0.2640	0.2640	-17.1	0.0168
-13.7	0.2640	0.2640	-16.9	-0.0056
-13.5	0.2640	0.2640	-16.6	-0.0278
-13.3	0.2641	0.2641	-16.4	-0.0499
-13.1	0.2641	0.2641	-16.2	-0.0716
-12.9	0.2641	0.2641	-15.9	-0.0927
-12.7	0.2641	0.2641	-15.7	-0.1132
-12.5	0.2642	0.2642	-15.5	-0.1328
-12.4	0.2642	0.2642	-15.2	-0.1515
-12.2	0.2642	0.2642	-15.0	-0.1691
-12.0	0.2642	0.2642	-14.8	-0.1854
-11.8	0.2642	0.2642	-14.5	-0.2004
-11.6	0.2642	0.2642	-14.3	-0.2138
-11.4	0.2643	0.2643	-14.1	-0.2257
-11.2	0.2643	0.2643	-13.8	-0.2358
-11.0	0.2643	0.2643	-13.6	-0.2441
-10.8	0.2643	0.2643	-13.4	-0.2506
-10.7	0.2643	0.2643	-13.1	-0.2551
-10.5	0.2643	0.2643	-12.9	-0.2576
-10.3	0.2643	0.2643	-12.7	-0.2581
-10.1	0.2643	0.2643	-12.4	-0.2566
-9.9	0.2643	0.2643	-12.2	-0.2531
-9.7	0.2643	0.2643	-12.0	-0.2477
-9.5	0.2644	0.2644	-11.8	-0.2403
-9.3	0.2644	0.2644	-11.5	-0.2312
-9.2	0.2644	0.2644	-11.3	-0.2202
-9.0	0.2644	0.2644	-11.1	-0.2076
-8.8	0.2644	0.2644	-10.8	-0.1935
-8.6	0.2644	0.2644	-10.6	-0.1779
-8.4	0.2644	0.2644	-10.4	-0.1611
-8.2	0.2644	0.2644	-10.1	-0.1430
-8.0	0.2644	0.2644	-9.9	-0.1240
-7.8	0.2644	0.2644	-9.7	-0.1041
-7.6	0.2644	0.2644	-9.4	-0.0834
-7.5	0.2644	0.2644	-9.2	-0.0622
-7.3	0.2644	0.2644	-9.0	-0.0405
-7.1	0.2644	0.2644	-8.7	-0.0186
-6.9	0.2644	0.2644	-8.5	0.0036
-6.7	0.2644	0.2644	-8.3	0.0257
-6.5	0.2644	0.2644	-8.0	0.0476
-6.3	0.2644	0.2644	-7.8	0.0693
-6.1	0.2644	0.2644	-7.6	0.0905
-5.9	0.2644	0.2644	-7.3	0.1111
-5.8	0.2644	0.2644	-7.1	0.1310
-5.6	0.2644	0.2644	-6.9	0.1500
-5.4	0.2644	0.2644	-6.6	0.1680
-5.2	0.2644	0.2644	-6.4	0.1848
-5.0	0.2644	0.2644	-6.2	0.2003
-4.8	0.2644	0.2644	-5.9	0.2144
-4.6	0.2644	0.2644	-5.7	0.2270
-4.4	0.2644	0.2644	-5.5	0.2378
-4.2	0.2644	0.2644	-5.2	0.2470
-4.1	0.2644	0.2644	-5.0	0.2542
-3.9	0.2644	0.2644	-4.8	0.2596
-3.7	0.2644	0.2644	-4.5	0.2630
-3.5	0.2644	0.2644	-4.3	0.2644
-3.3	0.2644	0.2644	-4.1	0.2638
-3.1	0.2644	0.2644	-3.8	0.2612
-2.9	0.2644	0.2644	-3.6	0.2566
-2.7	0.2644	0.2644	-3.4	0.2501
-2.5	0.2644	0.2644	-3.1	0.2417
-2.4	0.2644	0.2644	-2.9	0.2315
-2.2	0.2644	0.2644	-2.7	0.2195
-2.0	0.2644	0.2644	-2.4	0.2060
-1.8	0.2644	0.2644	-2.2	0.1910
-1.6	0.2644	0.2644	-2.0	0.1746
-1.4	0.2644	0.2644	-1.7	0.1570
-1.2	0.2644	0.2644	-1.5	0.1383
-1.0	0.2644	0.2644	-1.3	0.1187
-0.8	0.2644	0.2644	-1.0	0.0982
-0.7	0.2644	0.2644	-0.8	0.0771
-0.5	0.2644	0.2644	-0.6	0.0554
-0.3	0.2644	0.2644	-0.3	0.0334
-0.1	0.2644	0.2644	-0.1	0.0112
0.1	0.2644	0.2644	0.1	-0.0112
0.3	0.2644	0.2644	0.3	-0.0334
0.5	0.2644	0.2644	0.6	-0.0554
0.7	0.2644	0.2644	0.8	-0.0771
0.8	0.2644	0.2644	1.0	-0.0982
1.0	0.2644	0.2644	1.3	-0.1187
1.2	0.2644	0.2644	1.5	-0.1383
1.4	0.2644	0.2644	1.7	-0.1570
1.6	0.2644	0.2644	2.0	-0.1746
1.8	0.2644	0.2644	2.2	-0.1910
2.0	0.2644	0.2644	2.4	-0.2060
2.2	0.2644	0.2644	2.7	-0.2195
2.4	0.2644	0.2644	2.9	-0.2315
2.5	0.2644	0.2644	3.1	-0.2417
2.7	0.2644	0.2644	3.4	-0.2501
2.9	0.2644	0.2644	3.6	-0.2566
3.1	0.2644	0.2644	3.8	-0.2612
3.3	0.2644	0.2644	4.1	-0.2638
3.5	0.2644	0.2644	4.3	-0.2644
3.7	0.2644	0.2644	4.5	-0.2630
3.9	0.2644	0.2644	4.8	-0.2596
4.1	0.2644	0.2644	5.0	-0.2542
4.2	0.2644	0.2644	5.2	-0.2470
4.4	0.2644	0.2644	5.5	-0.2378
4.6	0.2644	0.2644	5.7	-0.2270
4.8	0.2644	0.2644	5.9	-0.2144
5.0	0.2644	0.2644	6.2	-0.2003
5.2	0.2644	0.2644	6.4	-0.1848
5.4	0.2644	0.2644	6.6	-0.1680
5.6	0.2644	0.2644	6.9	-0.1500
5.8	0.2644	0.2644	7.1	-0.1310
5.9	0.2644	0.2644	7.3	-0.1111
6.1	0.2644	0.2644	7.6	-0.0905
6.3	0.2644	0.2644	7.8	-0.0693
6.5	0.2644	0.2644	8.0	-0.0476
6.7	0.2644	0.2644	8.3	-0.0257
6.9	0.2644	0.2644	8.5	-0.0036
7.1	0.2644	0.2644	8.7	0.0186
7.3	0.2644	0.2644	9.0	0.0405
7.5	0.2644	0.2644	9.2	0.0622
7.6	0.2644	0.2644	9.4	0.0834
7.8	0.2644	0.2644	9.7	0.1041
8.0	0.2644	0.2644	9.9	0.1240
8.2	0.2644	0.2644	10.1	0.1430
8.4	0.2644	0.2644	10.4	0.1611
8.6	0.2644	0.2644	10.6	0.1779
8.8	0.2644	0.2644	10.8	0.1935
9.0	0.2644	0.2644	11.1	0.2076
9.2	0.2644	0.2644	11.3	0.2202
9.3	0.2644	0.2644	11.5	0.2312
9.5	0.2644	0.2644	11.8	0.2403
9.7	0.2643	0.2643	12.0	0.2477
9.9	0.2643	0.2643	12.2	0.2531
10.1	0.2643	0.2643	12.4	0.2566
10.3	0.2643	0.2643	12.7	0.2581
10.5	0.2643	0.2643	12.9	0.2576
10.7	0.2643	0.2643	13.1	0.2551
10.8	0.2643	0.2643	13.4	0.2506
11.0	0.2643	0.2643	13.6	0.2441
11.2	0.2643	0.2643	13.8	0.2358
11.4	0.2643	0.2643	14.1	0.2257
11.6	0.2642	0.2642	14.3	0.2138
11.8	0.2642	0.2642	14.5	0.2004
12.0	0.2642	0.2642	14.8	0.1854
12.2	0.2642	0.2642	15.0	0.1691
12.4	0.2642	0.2642	15.2	0.1515
12.5	0.2642	0.2642	15.5	0.1328
12.7	0.2641	0.2641	15.7	0.1132
12.9	0.2641	0.2641	15.9	0.0927
13.1	0.2641	0.2641	16.2	0.0716
13.3	0.2641	0.2641	16.4	0.0499
13.5	0.2640	0.2640	16.6	0.0278
13.7	0.2640	0.2640	16.9	0.0056
13.9	0.2640	0.2640	17.1	-0.0168
14.1	0.2639	0.2639	17.3	-0.0391
14.2	0.2639	0.2639	17.6	-0.0612
14.4	0.2638	0.2638	17.8	-0.0830
14.6	0.2638	0.2638	18.0	-0.1042
14.8	0.2637	0.2637	18.3	-0.1248
15.0	0.2637	0.2637	18.5	-0.1446
