Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-1.8	1.1838	1.1833	-2.3	0.8198
-1.7	1.1838	1.1833	-2.1	0.7748
-1.6	1.1838	1.1833	-2.0	0.7297
-1.6	1.1838	1.1834	-1.9	0.6846
-1.5	1.1838	1.1834	-1.8	0.6397
-1.4	1.1839	1.1834	-1.7	0.5952
-1.3	1.1839	1.1834	-1.6	0.5510
-1.2	1.1839	1.1834	-1.4	0.5074
-1.1	1.1839	1.1835	-1.3	0.4643
-1.0	1.1840	1.1835	-1.2	0.4217
-0.9	1.1840	1.1835	-1.1	0.3796
-0.8	1.1840	1.1835	-1.0	0.3381
-0.7	1.1840	1.1836	-0.9	0.2971
-0.6	1.1841	1.1836	-0.8	0.2565
-0.5	1.1841	1.1836	-0.6	0.2163
-0.4	1.1841	1.1836	-0.5	0.1765
-0.3	1.1841	1.1836	-0.4	0.1370
-0.2	1.1841	1.1836	-0.3	0.0977
-0.1	1.1841	1.1837	-0.2	0.0585
-0.0	1.1841	1.1837	-0.1	0.0195
0.0	1.1841	1.1837	0.1	-0.0195
0.1	1.1841	1.1837	0.2	-0.0585
0.2	1.1841	1.1836	0.3	-0.0977
0.3	1.1841	1.1836	0.4	-0.1370
0.4	1.1841	1.1836	0.5	-0.1765
0.5	1.1841	1.1836	0.6	-0.2163
0.6	1.1841	1.1836	0.8	-0.2565
0.7	1.1840	1.1836	0.9	-0.2971
0.8	1.1840	1.1835	1.0	-0.3381
0.9	1.1840	1.1835	1.1	-0.3796
1.0	1.1840	1.1835	1.2	-0.4217
1.1	1.1839	1.1835	1.3	-0.4643
1.2	1.1839	1.1834	1.4	-0.5074
1.3	1.1839	1.1834	1.6	-0.5510
1.4	1.1839	1.1834	1.7	-0.5952
1.5	1.1838	1.1834	1.8	-0.6397
1.6	1.1838	1.1834	1.9	-0.6846
1.6	1.1838	1.1833	2.0	-0.7297
1.7	1.1838	1.1833	2.1	-0.7748
1.8	1.1838	1.1833	2.3	-0.8198
1.9	1.1838	1.1833	2.4	-0.8643
2.0	1.1838	1.1834	2.5	-0.9081
2.1	1.1838	1.1834	2.6	-0.9509
2.2	1.1838	1.1834	2.7	-0.9924
2.3	1.1839	1.1834	2.8	-1.0323
2.4	1.1839	1.1834	3.0	-1.0701
2.5	1.1839	1.1834	3.1	-1.1056
2.6	1.1839	1.1835	3.2	-1.1385
2.7	1.1840	1.1835	3.3	-1.1685
2.8	1.1840	1.1835	3.4	-1.1954
2.9	1.1840	1.1835	3.5	-1.2191
3.0	1.1840	1.1836	3.7	-1.2393
3.1	1.1841	1.1836	3.8	-1.2560
3.2	1.1841	1.1836	3.9	-1.2691
3.2	1.1841	1.1836	4.0	-1.2787
3.3	1.1841	1.1836	4.1	-1.2846
3.4	1.1841	1.1836	4.2	-1.2869
3.5	1.1841	1.1836	4.3	-1.2856
3.6	1.1841	1.1836	4.5	-1.2807
3.7	1.1841	1.1836	4.6	-1.2722
3.8	1.1841	1.1836	4.7	-1.2601
3.9	1.1841	1.1836	4.8	-1.2444
4.0	1.1841	1.1836	4.9	-1.2252
4.1	1.1840	1.1836	5.0	-1.2026
4.2	1.1840	1.1836	5.2	-1.1766
4.3	1.1840	1.1835	5.3	-1.1475
4.4	1.1840	1.1835	5.4	-1.1155
4.5	1.1839	1.1835	5.5	-1.0807
4.6	1.1839	1.1834	5.6	-1.0435
4.7	1.1839	1.1834	5.7	-1.0042
4.7	1.1839	1.1834	5.9	-0.9632
4.8	1.1838	1.1834	6.0	-0.9207
4.9	1.1838	1.1833	6.1	-0.8772
5.0	1.1838	1.1833	6.2	-0.8329
5.1	1.1838	1.1833	6.3	-0.7881
5.2	1.1838	1.1833	6.4	-0.7430
5.3	1.1838	1.1833	6.6	-0.6980
5.4	1.1838	1.1833	6.7	-0.6530
5.5	1.1838	1.1833	6.8	-0.6084
5.6	1.1838	1.1833	6.9	-0.5642
5.7	1.1838	1.1833	7.0	-0.5205
5.8	1.1838	1.1833	7.1	-0.4772
5.9	1.1838	1.1833	7.2	-0.4345
6.0	1.1838	1.1834	7.4	-0.3924
6.1	1.1839	1.1834	7.5	-0.3508
6.2	1.1839	1.1834	7.6	-0.3097
6.3	1.1839	1.1834	7.7	-0.2690
6.3	1.1839	1.1835	7.8	-0.2288
6.4	1.1840	1.1835	7.9	-0.1889
6.5	1.1840	1.1835	8.1	-0.1494
6.6	1.1840	1.1835	8.2	-0.1101
6.7	1.1840	1.1835	8.3	-0.0710
6.8	1.1840	1.1836	8.4	-0.0320
6.9	1.1840	1.1836	8.5	0.0070
7.0	1.1840	1.1836	8.6	0.0459
7.1	1.1841	1.1836	8.8	0.0849
7.2	1.1841	1.1836	8.9	0.1241
7.3	1.1840	1.1836	9.0	0.1635
7.4	1.1840	1.1836	9.1	0.2031
7.5	1.1840	1.1836	9.2	0.2431
7.6	1.1840	1.1835	9.3	0.2835
7.7	1.1840	1.1835	9.5	0.3243
7.8	1.1840	1.1835	9.6	0.3656
7.9	1.1839	1.1835	9.7	0.4074
7.9	1.1839	1.1834	9.8	0.4498
8.0	1.1839	1.1834	9.9	0.4927
8.1	1.1838	1.1834	10.0	0.5361
8.2	1.1838	1.1833	10.1	0.5800
8.3	1.1838	1.1833	10.3	0.6243
8.4	1.1838	1.1833	10.4	0.6690
8.5	1.1837	1.1833	10.5	0.7140
8.6	1.1837	1.1832	10.6	0.7590
8.7	1.1837	1.1832	10.7	0.8039
8.8	1.1837	1.1832	10.8	0.8484
8.9	1.1837	1.1832	11.0	0.8924
9.0	1.1837	1.1832	11.1	0.9354
9.1	1.1837	1.1832	11.2	0.9772
9.2	1.1837	1.1832	11.3	1.0175
9.3	1.1837	1.1832	11.4	1.0558
9.4	1.1837	1.1832	11.5	1.0919
9.5	1.1837	1.1832	11.7	1.1254
9.5	1.1837	1.1832	11.8	1.1562
9.6	1.1837	1.1833	11.9	1.1839
9.7	1.1838	1.1833	12.0	1.2084
9.8	1.1838	1.1833	12.1	1.2295
9.9	1.1838	1.1833	12.2	1.2471
10.0	1.1838	1.1834	12.4	1.2612
10.1	1.1839	1.1834	12.5	1.2717
10.2	1.1839	1.1834	12.6	1.2786
10.3	1.1839	1.1834	12.7	1.2819
10.4	1.1839	1.1835	12.8	1.2816
10.5	1.1839	1.1835	12.9	1.2778
10.6	1.1839	1.1835	13.0	1.2703
10.7	1.1839	1.1835	13.2	1.2592
10.8	1.1839	1.1835	13.3	1.2445
10.9	1.1839	1.1835	13.4	1.2264
11.0	1.1839	1.1835	13.5	1.2047
11.1	1.1839	1.1834	13.6	1.1797
11.1	1.1839	1.1834	13.7	1.1515
11.2	1.1839	1.1834	13.9	1.1203
11.3	1.1838	1.1834	14.0	1.0863
11.4	1.1838	1.1833	14.1	1.0498
11.5	1.1838	1.1833	14.2	1.0111
11.6	1.1837	1.1833	14.3	0.9706
11.7	1.1837	1.1832	14.4	0.9285
11.8	1.1837	1.1832	14.6	0.8853
11.9	1.1836	1.1832	14.7	0.8412
12.0	1.1836	1.1831	14.8	0.7965
12.1	1.1836	1.1831	14.9	0.7515
12.2	1.1835	1.1831	15.0	0.7064
12.3	1.1835	1.1830	15.1	0.6614
12.4	1.1835	1.1830	15.3	0.6167
12.5	1.1835	1.1830	15.4	0.5723
12.6	1.1835	1.1830	15.5	0.5284
12.6	1.1835	1.1830	15.6	0.4850
12.7	1.1835	1.1830	15.7	0.4421
12.8	1.1835	1.1830	15.8	0.3998
12.9	1.1835	1.1830	15.9	0.3579
13.0	1.1835	1.1830	16.1	0.3166
13.1	1.1835	1.1830	16.2	0.2758
13.2	1.1835	1.1831	16.3	0.2354
13.3	1.1836	1.1831	16.4	0.1954
13.4	1.1836	1.1831	16.5	0.1556
13.5	1.1836	1.1832	16.6	0.1162
13.6	1.1837	1.1832	16.8	0.0769
13.7	1.1837	1.1832	16.9	0.0378
13.8	1.1837	1.1832	17.0	-0.0012
13.9	1.1837	1.1832	17.1	-0.0403
14.0	1.1837	1.1833	17.2	-0.0794
14.1	1.1837	1.1833	17.3	-0.1186
14.2	1.1837	1.1833	17.5	-0.1581
14.2	1.1837	1.1833	17.6	-0.1978
14.3	1.1837	1.1833	17.7	-0.2378
14.4	1.1837	1.1833	17.8	-0.2783
14.5	1.1837	1.1832	17.9	-0.3191
14.6	1.1837	1.1832	18.0	-0.3604
14.7	1.1837	1.1832	18.2	-0.4023
14.8	1.1836	1.1832	18.3	-0.4446
14.9	1.1836	1.1831	18.4	-0.4876
15.0	1.1836	1.1831	18.5	-0.5310
Gap = 6
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.7572	0.7571	-18.5	0.3801
-14.9	0.7572	0.7571	-18.4	0.3517
-14.8	0.7572	0.7571	-18.3	0.3232
-14.7	0.7572	0.7572	-18.2	0.2945
-14.6	0.7572	0.7572	-18.0	0.2656
-14.5	0.7572	0.7572	-17.9	0.2366
-14.4	0.7572	0.7572	-17.8	0.2076
-14.3	0.7572	0.7572	-17.7	0.1785
-14.2	0.7573	0.7572	-17.6	0.1493
-14.2	0.7573	0.7572	-17.5	0.1201
-14.1	0.7573	0.7572	-17.3	0.0910
-14.0	0.7573	0.7572	-17.2	0.0618
-13.9	0.7573	0.7572	-17.1	0.0325
-13.8	0.7573	0.7572	-17.0	0.0033
-13.7	0.7573	0.7572	-16.9	-0.0259
-13.6	0.7573	0.7572	-16.8	-0.0551
-13.5	0.7573	0.7572	-16.6	-0.0842
-13.4	0.7573	0.7572	-16.5	-0.1134
-13.3	0.7572	0.7572	-16.4	-0.1425
-13.2	0.7572	0.7572	-16.3	-0.1716
-13.1	0.7572	0.7572	-16.2	-0.2007
-13.0	0.7572	0.7572	-16.1	-0.2296
-12.9	0.7572	0.7572	-15.9	-0.2585
-12.8	0.7572	0.7572	-15.8	-0.2873
-12.7	0.7572	0.7572	-15.7	-0.3159
-12.6	0.7572	0.7572	-15.6	-0.3444
-12.6	0.7572	0.7572	-15.5	-0.3726
-12.5	0.7573	0.7572	-15.4	-0.4005
-12.4	0.7573	0.7572	-15.3	-0.4281
-12.3	0.7573	0.7572	-15.1	-0.4553
-12.2	0.7573	0.7572	-15.0	-0.4820
-12.1	0.7573	0.7572	-14.9	-0.5082
-12.0	0.7573	0.7572	-14.8	-0.5337
-11.9	0.7573	0.7572	-14.7	-0.5585
-11.8	0.7573	0.7572	-14.6	-0.5824
-11.7	0.7573	0.7573	-14.4	-0.6055
-11.6	0.7573	0.7573	-14.3	-0.6275
-11.5	0.7573	0.7573	-14.2	-0.6485
-11.4	0.7573	0.7573	-14.1	-0.6682
-11.3	0.7574	0.7573	-14.0	-0.6867
-11.2	0.7574	0.7573	-13.9	-0.7037
-11.1	0.7574	0.7573	-13.7	-0.7194
-11.1	0.7574	0.7573	-13.6	-0.7334
-11.0	0.7574	0.7573	-13.5	-0.7459
-10.9	0.7574	0.7573	-13.4	-0.7567
-10.8	0.7574	0.7573	-13.3	-0.7658
-10.7	0.7574	0.7573	-13.2	-0.7732
-10.6	0.7574	0.7573	-13.0	-0.7788
-10.5	0.7574	0.7573	-12.9	-0.7826
-10.4	0.7574	0.7573	-12.8	-0.7846
-10.3	0.7574	0.7573	-12.7	-0.7847
-10.2	0.7574	0.7573	-12.6	-0.7831
-10.1	0.7574	0.7573	-12.5	-0.7796
-10.0	0.7574	0.7573	-12.4	-0.7743
-9.9	0.7574	0.7573	-12.2	-0.7673
-9.8	0.7574	0.7573	-12.1	-0.7585
-9.7	0.7574	0.7573	-12.0	-0.7480
-9.6	0.7574	0.7573	-11.9	-0.7358
-9.5	0.7574	0.7573	-11.8	-0.7220
-9.5	0.7574	0.7573	-11.7	-0.7067
-9.4	0.7574	0.7573	-11.5	-0.6899
-9.3	0.7574	0.7573	-11.4	-0.6717
-9.2	0.7574	0.7573	-11.3	-0.6522
-9.1	0.7574	0.7573	-11.2	-0.6315
-9.0	0.7574	0.7573	-11.1	-0.6097
-8.9	0.7574	0.7573	-11.0	-0.5869
-8.8	0.7574	0.7573	-10.8	-0.5631
-8.7	0.7574	0.7573	-10.7	-0.5385
-8.6	0.7574	0.7573	-10.6	-0.5132
-8.5	0.7574	0.7573	-10.5	-0.4872
-8.4	0.7574	0.7573	-10.4	-0.4607
-8.3	0.7574	0.7573	-10.3	-0.4336
-8.2	0.7574	0.7573	-10.1	-0.4062
-8.1	0.7574	0.7573	-10.0	-0.3784
-8.0	0.7574	0.7574	-9.9	-0.3504
-7.9	0.7574	0.7574	-9.8	-0.3220
-7.9	0.7574	0.7574	-9.7	-0.2936
-7.8	0.7574	0.7574	-9.6	-0.2649
-7.7	0.7574	0.7574	-9.5	-0.2362
-7.6	0.7575	0.7574	-9.3	-0.2073
-7.5	0.7575	0.7574	-9.2	-0.1784
-7.4	0.7575	0.7574	-9.1	-0.1494
-7.3	0.7575	0.7574	-9.0	-0.1204
-7.2	0.7575	0.7574	-8.9	-0.0914
-7.1	0.7575	0.7574	-8.8	-0.0623
-7.0	0.7575	0.7574	-8.6	-0.0333
-6.9	0.7575	0.7574	-8.5	-0.0042
-6.8	0.7575	0.7574	-8.4	0.0249
-6.7	0.7575	0.7574	-8.3	0.0540
-6.6	0.7575	0.7574	-8.2	0.0830
-6.5	0.7575	0.7574	-8.1	0.1121
-6.4	0.7575	0.7574	-7.9	0.1411
-6.3	0.7574	0.7574	-7.8	0.1701
-6.3	0.7574	0.7574	-7.7	0.1991
-6.2	0.7574	0.7574	-7.6	0.2280
-6.1	0.7574	0.7574	-7.5	0.2568
-6.0	0.7574	0.7574	-7.4	0.2855
-5.9	0.7574	0.7574	-7.2	0.3141
-5.8	0.7574	0.7574	-7.1	0.3426
-5.7	0.7574	0.7574	-7.0	0.3708
-5.6	0.7574	0.7574	-6.9	0.3987
-5.5	0.7574	0.7574	-6.8	0.4264
-5.4	0.7574	0.7574	-6.7	0.4536
-5.3	0.7574	0.7574	-6.6	0.4804
-5.2	0.7574	0.7574	-6.4	0.5067
-5.1	0.7574	0.7574	-6.3	0.5324
-5.0	0.7574	0.7574	-6.2	0.5574
-4.9	0.7574	0.7574	-6.1	0.5815
-4.8	0.7574	0.7574	-6.0	0.6049
-4.7	0.7574	0.7574	-5.9	0.6272
-4.7	0.7574	0.7574	-5.7	0.6484
-4.6	0.7575	0.7574	-5.6	0.6685
-4.5	0.7575	0.7574	-5.5	0.6873
-4.4	0.7575	0.7574	-5.4	0.7047
-4.3	0.7575	0.7574	-5.3	0.7207
-4.2	0.7575	0.7574	-5.2	0.7352
-4.1	0.7575	0.7574	-5.0	0.7482
-4.0	0.7575	0.7574	-4.9	0.7594
-3.9	0.7575	0.7574	-4.8	0.7690
-3.8	0.7575	0.7574	-4.7	0.7768
-3.7	0.7575	0.7574	-4.6	0.7829
-3.6	0.7575	0.7574	-4.5	0.7872
-3.5	0.7575	0.7574	-4.3	0.7897
-3.4	0.7575	0.7574	-4.2	0.7903
-3.3	0.7575	0.7574	-4.1	0.7891
-3.2	0.7575	0.7574	-4.0	0.7861
-3.2	0.7575	0.7574	-3.9	0.7813
-3.1	0.7575	0.7574	-3.8	0.7747
-3.0	0.7575	0.7574	-3.7	0.7663
-2.9	0.7575	0.7574	-3.5	0.7562
-2.8	0.7575	0.7574	-3.4	0.7444
-2.7	0.7575	0.7574	-3.3	0.7310
-2.6	0.7575	0.7574	-3.2	0.7160
-2.5	0.7575	0.7574	-3.1	0.6996
-2.4	0.7575	0.7574	-3.0	0.6817
-2.3	0.7575	0.7574	-2.8	0.6625
-2.2	0.7575	0.7574	-2.7	0.6420
-2.1	0.7574	0.7574	-2.6	0.6204
-2.0	0.7574	0.7574	-2.5	0.5977
-1.9	0.7574	0.7574	-2.4	0.5741
-1.8	0.7574	0.7574	-2.3	0.5496
-1.7	0.7574	0.7574	-2.1	0.5244
-1.6	0.7574	0.7574	-2.0	0.4985
-1.6	0.7574	0.7574	-1.9	0.4720
-1.5	0.7575	0.7574	-1.8	0.4450
-1.4	0.7575	0.7574	-1.7	0.4176
-1.3	0.7575	0.7574	-1.6	0.3898
-1.2	0.7575	0.7574	-1.4	0.3617
-1.1	0.7575	0.7574	-1.3	0.3333
-1.0	0.7575	0.7574	-1.2	0.3048
-0.9	0.7575	0.7574	-1.1	0.2761
-0.8	0.7575	0.7574	-1.0	0.2472
-0.7	0.7575	0.7574	-0.9	0.2183
-0.6	0.7575	0.7574	-0.8	0.1893
-0.5	0.7575	0.7574	-0.6	0.1602
-0.4	0.7575	0.7574	-0.5	0.1311
-0.3	0.7575	0.7575	-0.4	0.1020
-0.2	0.7575	0.7575	-0.3	0.0729
-0.1	0.7575	0.7575	-0.2	0.0437
-0.0	0.7575	0.7575	-0.1	0.0146
0.0	0.7575	0.7575	0.1	-0.0146
0.1	0.7575	0.7575	0.2	-0.0437
0.2	0.7575	0.7575	0.3	-0.0729
0.3	0.7575	0.7575	0.4	-0.1020
0.4	0.7575	0.7574	0.5	-0.1311
0.5	0.7575	0.7574	0.6	-0.1602
0.6	0.7575	0.7574	0.8	-0.1893
0.7	0.7575	0.7574	0.9	-0.2183
0.8	0.7575	0.7574	1.0	-0.2472
0.9	0.7575	0.7574	1.1	-0.2761
1.0	0.7575	0.7574	1.2	-0.3048
1.1	0.7575	0.7574	1.3	-0.3333
1.2	0.7575	0.7574	1.4	-0.3617
1.3	0.7575	0.7574	1.6	-0.3898
1.4	0.7575	0.7574	1.7	-0.4176
1.5	0.7575	0.7574	1.8	-0.4450
1.6	0.7574	0.7574	1.9	-0.4720
1.6	0.7574	0.7574	2.0	-0.4985
1.7	0.7574	0.7574	2.1	-0.5244
1.8	0.7574	0.7574	2.3	-0.5496
1.9	0.7574	0.7574	2.4	-0.5741
2.0	0.7574	0.7574	2.5	-0.5977
2.1	0.7574	0.7574	2.6	-0.6204
2.2	0.7575	0.7574	2.7	-0.6420
2.3	0.7575	0.7574	2.8	-0.6625
2.4	0.7575	0.7574	3.0	-0.6817
2.5	0.7575	0.7574	3.1	-0.6996
2.6	0.7575	0.7574	3.2	-0.7160
2.7	0.7575	0.7574	3.3	-0.7310
2.8	0.7575	0.7574	3.4	-0.7444
2.9	0.7575	0.7574	3.5	-0.7562
3.0	0.7575	0.7574	3.7	-0.7663
3.1	0.7575	0.7574	3.8	-0.7747
3.2	0.7575	0.7574	3.9	-0.7813
3.2	0.7575	0.7574	4.0	-0.7861
3.3	0.7575	0.7574	4.1	-0.7891
3.4	0.7575	0.7574	4.2	-0.7903
3.5	0.7575	0.7574	4.3	-0.7897
3.6	0.7575	0.7574	4.5	-0.7872
3.7	0.7575	0.7574	4.6	-0.7829
3.8	0.7575	0.7574	4.7	-0.7768
3.9	0.7575	0.7574	4.8	-0.7690
4.0	0.7575	0.7574	4.9	-0.7594
4.1	0.7575	0.7574	5.0	-0.7482
4.2	0.7575	0.7574	5.2	-0.7352
4.3	0.7575	0.7574	5.3	-0.7207
4.4	0.7575	0.7574	5.4	-0.7047
4.5	0.7575	0.7574	5.5	-0.6873
4.6	0.7575	0.7574	5.6	-0.6685
4.7	0.7574	0.7574	5.7	-0.6484
4.7	0.7574	0.7574	5.9	-0.6272
4.8	0.7574	0.7574	6.0	-0.6049
4.9	0.7574	0.7574	6.1	-0.5815
5.0	0.7574	0.7574	6.2	-0.5574
5.1	0.7574	0.7574	6.3	-0.5324
5.2	0.7574	0.7574	6.4	-0.5067
5.3	0.7574	0.7574	6.6	-0.4804
5.4	0.7574	0.7574	6.7	-0.4536
5.5	0.7574	0.7574	6.8	-0.4264
5.6	0.7574	0.7574	6.9	-0.3987
5.7	0.7574	0.7574	7.0	-0.3708
5.8	0.7574	0.7574	7.1	-0.3426
5.9	0.7574	0.7574	7.2	-0.3141
6.0	0.7574	0.7574	7.4	-0.2855
6.1	0.7574	0.7574	7.5	-0.2568
6.2	0.7574	0.7574	7.6	-0.2280
6.3	0.7574	0.7574	7.7	-0.1991
6.3	0.7574	0.7574	7.8	-0.1701
6.4	0.7575	0.7574	7.9	-0.1411
6.5	0.7575	0.7574	8.1	-0.1121
6.6	0.7575	0.7574	8.2	-0.0830
6.7	0.7575	0.7574	8.3	-0.0540
6.8	0.7575	0.7574	8.4	-0.0249
6.9	0.7575	0.7574	8.5	0.0042
7.0	0.7575	0.7574	8.6	0.0333
7.1	0.7575	0.7574	8.8	0.0623
7.2	0.7575	0.7574	8.9	0.0914
7.3	0.7575	0.7574	9.0	0.1204
7.4	0.7575	0.7574	9.1	0.1494
7.5	0.7575	0.7574	9.2	0.1784
7.6	0.7575	0.7574	9.3	0.2073
