X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
-6	-4	-1698	-3.01955e-09	1.63678e-06	-1.0965e-07
0	-4	-1698	-3.1011e-16	1.63904e-06	-1.09844e-07
6	-4	-1698	3.01954e-09	1.63678e-06	-1.0965e-07
-6	0	-1698	5.72291e-15	1.63992e-06	-7.44801e-15
0	0	-1698	-3.88107e-15	1.64218e-06	-9.3277e-15
6	0	-1698	-1.53174e-15	1.63992e-06	-6.24504e-15
-6	4	-1698	3.01954e-09	1.63678e-06	1.0965e-07
0	4	-1698	9.77296e-16	1.63904e-06	1.09844e-07
6	4	-1698	-3.01955e-09	1.63678e-06	1.0965e-07
-6	-4	-1695	-3.22023e-09	1.72125e-06	-1.16069e-07
0	-4	-1695	-4.79247e-16	1.72367e-06	-1.16277e-07
6	-4	-1695	3.22023e-09	1.72125e-06	-1.16069e-07
-6	0	-1695	-4.21937e-15	1.72461e-06	-8.46401e-15
0	0	-1695	3.29845e-15	1.72702e-06	-1.01532e-14
6	0	-1695	-4.80199e-15	1.72461e-06	-1.07696e-14
-6	4	-1695	3.22023e-09	1.72125e-06	1.16069e-07
0	4	-1695	7.07612e-15	1.72367e-06	1.16277e-07
6	4	-1695	-3.22024e-09	1.72125e-06	1.16069e-07
-6	-4	-1692	-3.43609e-09	1.8107e-06	-1.22919e-07
0	-4	-1692	-3.1199e-15	1.81327e-06	-1.23143e-07
6	-4	-1692	3.43609e-09	1.8107e-06	-1.22919e-07
-6	0	-1692	2.86614e-15	1.81427e-06	-1.07747e-14
0	0	-1692	-3.85287e-15	1.81685e-06	-7.92835e-15
6	0	-1692	8.64547e-16	1.81427e-06	-1.11821e-14
-6	4	-1692	3.43609e-09	1.8107e-06	1.22919e-07
0	4	-1692	2.29294e-15	1.81327e-06	1.23143e-07
6	4	-1692	-3.43609e-09	1.8107e-06	1.22919e-07
-6	-4	-1689	-3.66841e-09	1.90543e-06	-1.30234e-07
